# Citizen Ledger — special districts — COMPLETE LAYER EXPORT
# Source dataset: California State Controller — special districts financial transactions reports, as filed
# Accounting basis: Reported as filed with the State Controller, by fund class
# Gate tier: AS FILED — UNRECONCILED. Three of the four fund-class buckets have no published total to check against: for enterprise, internal-service and conduit funds the Controller publishes operating and nonoperating components and never their sum. A control exists for the governmental bucket only. No figure in this file has been verified against an independently published total
# Units: as-filed dollars
# Measured as: REPORTED AS FILED WITH THE STATE CONTROLLER, BY FUND CLASS · AS-FILED DOLLARS · NOMINAL AS PUBLISHED · ALL SHIPPED YEARS · AS FILED
# Data generated: 2026-07-26
# Exported: 2026-07-28
# Absent values: Empty cell = not published by the source. It is NOT zero. A real reported zero is written as 0.
# Licence: CC0 1.0 Universal (public domain). Cite freely; no permission needed.
# Stability: This file's SHAPE is not stable. The Ledger is actively developed: columns may be added, renamed or split as layers change. Pin a copy if you need reproducibility. The DATA is CC0 and that does not change.
# Schema: bulk/SCHEMA.md · Method: about.html · Findings: findings.html
# Fund-class columns: gov = governmental funds; ent = enterprise funds; isf = internal service funds; cf = conduit financing
# filing_status is the Controller's own per-year code for that district; '-' means no filing is recorded for that year.
# An entity-year with no filing at all is omitted rather than written as zero.
slug,name,county,activity,district_type,fiscal_year,filing_status,exp_gov_usd,exp_ent_usd,exp_isf_usd,exp_cf_usd,rev_gov_usd,rev_ent_usd,rev_isf_usd,rev_cf_usd
san-jose-financing-authority,San Jose Financing Authority,Santa Clara,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2020-21,F,68514095,0,0,0,31960571,0,0,0
san-jose-financing-authority,San Jose Financing Authority,Santa Clara,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2021-22,F,39690187,0,0,0,30721760,0,0,0
san-jose-financing-authority,San Jose Financing Authority,Santa Clara,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2022-23,F,45309343,0,0,0,43527459,0,0,0
san-jose-financing-authority,San Jose Financing Authority,Santa Clara,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2023-24,F,46559583,0,0,0,51414756,0,0,0
san-jose-santa-clara-clean-water-financing-authority,San Jose-Santa Clara Clean Water Financing Authority,Santa Clara,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2016-17,F,0,822427,0,0,0,2683340,0,0
san-jose-santa-clara-clean-water-financing-authority,San Jose-Santa Clara Clean Water Financing Authority,Santa Clara,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2017-18,F,0,590119,0,0,0,5910150,0,0
san-jose-santa-clara-clean-water-financing-authority,San Jose-Santa Clara Clean Water Financing Authority,Santa Clara,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2018-19,F,0,414881,0,0,0,5577818,0,0
san-jose-santa-clara-clean-water-financing-authority,San Jose-Santa Clara Clean Water Financing Authority,Santa Clara,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2019-20,F,0,199107,0,0,0,5567292,0,0
san-jose-santa-clara-clean-water-financing-authority,San Jose-Santa Clara Clean Water Financing Authority,Santa Clara,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2020-21,F,0,42634,0,0,0,3234383,0,0
san-juan-basin-authority,San Juan Basin Authority,Orange,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2016-17,F,0,1164298,0,0,0,1538879,0,0
san-juan-basin-authority,San Juan Basin Authority,Orange,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2017-18,F,0,1802804,0,0,0,1597010,0,0
san-juan-basin-authority,San Juan Basin Authority,Orange,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2018-19,F,0,1269301,0,0,0,1543094,0,0
san-juan-basin-authority,San Juan Basin Authority,Orange,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2019-20,F,0,1177794,0,0,0,763068,0,0
san-juan-basin-authority,San Juan Basin Authority,Orange,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2020-21,F,0,1095507,0,0,0,1152090,0,0
san-juan-basin-authority,San Juan Basin Authority,Orange,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2021-22,F,0,667263,0,0,0,506086,0,0
san-juan-basin-authority,San Juan Basin Authority,Orange,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2022-23,F,0,811580,0,0,0,817804,0,0
san-juan-basin-authority,San Juan Basin Authority,Orange,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2023-24,F,0,593594,0,0,0,1091761,0,0
san-juan-bautista-cemetery-district,San Juan Bautista Cemetery District,San Benito,Cemetery,Independent,2016-17,F,169380,0,0,0,199465,0,0,0
san-juan-bautista-cemetery-district,San Juan Bautista Cemetery District,San Benito,Cemetery,Independent,2017-18,F,149675,0,0,0,199032,0,0,0
san-juan-bautista-cemetery-district,San Juan Bautista Cemetery District,San Benito,Cemetery,Independent,2018-19,F,185132,0,0,0,221723,0,0,0
san-juan-bautista-cemetery-district,San Juan Bautista Cemetery District,San Benito,Cemetery,Independent,2019-20,F,164917,0,0,0,253948,0,0,0
san-juan-bautista-cemetery-district,San Juan Bautista Cemetery District,San Benito,Cemetery,Independent,2020-21,F,152143,0,0,0,245984,0,0,0
san-juan-bautista-cemetery-district,San Juan Bautista Cemetery District,San Benito,Cemetery,Independent,2021-22,F,187130,0,0,0,274490,0,0,0
san-juan-bautista-cemetery-district,San Juan Bautista Cemetery District,San Benito,Cemetery,Independent,2022-23,F,199885,0,0,0,311728,0,0,0
san-juan-bautista-cemetery-district,San Juan Bautista Cemetery District,San Benito,Cemetery,Independent,2023-24,F,217162,0,0,0,339886,0,0,0
san-juan-bautista-public-financing-authority,San Juan Bautista Public Financing Authority,San Benito,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2016-17,F,668713,0,0,0,668713,0,0,0
san-juan-bautista-public-financing-authority,San Juan Bautista Public Financing Authority,San Benito,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2017-18,F,666288,0,0,0,666288,0,0,0
san-juan-bautista-public-financing-authority,San Juan Bautista Public Financing Authority,San Benito,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2018-19,F,750386,0,0,0,750386,0,0,0
san-juan-bautista-public-financing-authority,San Juan Bautista Public Financing Authority,San Benito,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2019-20,F,745537,0,0,0,745537,0,0,0
san-juan-bautista-public-financing-authority,San Juan Bautista Public Financing Authority,San Benito,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2020-21,F,743825,0,0,0,743825,0,0,0
san-juan-bautista-public-financing-authority,San Juan Bautista Public Financing Authority,San Benito,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2021-22,L,777551,0,0,0,777551,0,0,0
san-juan-bautista-public-financing-authority,San Juan Bautista Public Financing Authority,San Benito,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2022-23,F,743673,0,0,0,743673,0,0,0
san-juan-bautista-public-financing-authority,San Juan Bautista Public Financing Authority,San Benito,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2023-24,F,661988,0,0,0,661988,0,0,0
san-juan-capistrano-public-financing-authority,San Juan Capistrano Public Financing Authority,Orange,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2016-17,F,795132,0,0,0,797283,0,0,0
san-juan-capistrano-public-financing-authority,San Juan Capistrano Public Financing Authority,Orange,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2017-18,F,193602,0,0,0,576006,0,0,0
san-juan-ridge-county-water-district,San Juan Ridge County Water District,Nevada,County Water,Independent,2016-17,F,11823,4226,0,0,18897,6294,0,0
san-juan-ridge-county-water-district,San Juan Ridge County Water District,Nevada,County Water,Independent,2017-18,F,0,17213,0,0,0,26156,0,0
san-juan-ridge-county-water-district,San Juan Ridge County Water District,Nevada,County Water,Independent,2018-19,L,0,20141,0,0,0,25953,0,0
san-juan-ridge-county-water-district,San Juan Ridge County Water District,Nevada,County Water,Independent,2019-20,L,0,19544,0,0,0,26989,0,0
san-juan-ridge-county-water-district,San Juan Ridge County Water District,Nevada,County Water,Independent,2020-21,F,0,33398,0,0,0,28585,0,0
san-juan-ridge-county-water-district,San Juan Ridge County Water District,Nevada,County Water,Independent,2021-22,L,0,33218,0,0,0,25415,0,0
san-juan-ridge-county-water-district,San Juan Ridge County Water District,Nevada,County Water,Independent,2022-23,L,0,26137,0,0,0,29963,0,0
san-juan-ridge-county-water-district,San Juan Ridge County Water District,Nevada,County Water,Independent,2023-24,L,0,34403,0,0,0,32430,0,0
san-juan-water-district,San Juan Water District,Sacramento,Community Services,Independent,2016-17,F,0,21498327,0,0,0,22729534,0,0
san-juan-water-district,San Juan Water District,Sacramento,Community Services,Independent,2017-18,F,0,21429773,0,0,0,25047436,0,0
san-juan-water-district,San Juan Water District,Sacramento,Community Services,Independent,2018-19,F,0,22189361,0,0,0,28262826,0,0
san-juan-water-district,San Juan Water District,Sacramento,Community Services,Independent,2019-20,F,0,26942489,0,0,0,28094565,0,0
san-juan-water-district,San Juan Water District,Sacramento,Community Services,Independent,2020-21,F,0,23863081,0,0,0,28304005,0,0
san-juan-water-district,San Juan Water District,Sacramento,Community Services,Independent,2021-22,F,0,20989775,0,0,0,28040352,0,0
san-juan-water-district,San Juan Water District,Sacramento,Community Services,Independent,2022-23,F,0,22366847,0,0,0,31746149,0,0
san-juan-water-district,San Juan Water District,Sacramento,Community Services,Independent,2023-24,F,0,29596725,0,0,0,35593020,0,0
san-leandro-public-financing-authority,San Leandro Public Financing Authority,Alameda,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2016-17,F,1901073,0,0,0,2494683,0,0,0
san-leandro-public-financing-authority,San Leandro Public Financing Authority,Alameda,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2017-18,F,2374774,0,0,0,2370320,0,0,0
san-leandro-public-financing-authority,San Leandro Public Financing Authority,Alameda,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2018-19,L,2846491,0,0,0,2319850,0,0,0
san-leandro-public-financing-authority,San Leandro Public Financing Authority,Alameda,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2019-20,L,3188914,0,0,0,3185604,0,0,0
san-leandro-public-financing-authority,San Leandro Public Financing Authority,Alameda,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2020-21,F,3187884,0,0,0,3176177,0,0,0
san-leandro-public-financing-authority,San Leandro Public Financing Authority,Alameda,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2021-22,F,3181499,0,0,0,3173991,0,0,0
san-leandro-public-financing-authority,San Leandro Public Financing Authority,Alameda,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2022-23,F,3178539,0,0,0,3171180,0,0,0
san-leandro-public-financing-authority,San Leandro Public Financing Authority,Alameda,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2023-24,F,3179311,0,0,0,3173450,0,0,0
san-lorenzo-valley-water-district,San Lorenzo Valley Water District,Santa Cruz,County Water,Independent,2016-17,F,0,8618456,0,0,0,8659374,0,0
san-lorenzo-valley-water-district,San Lorenzo Valley Water District,Santa Cruz,County Water,Independent,2017-18,F,0,9288874,0,0,0,10391585,0,0
san-lorenzo-valley-water-district,San Lorenzo Valley Water District,Santa Cruz,County Water,Independent,2018-19,F,0,9355733,0,0,0,11392646,0,0
san-lorenzo-valley-water-district,San Lorenzo Valley Water District,Santa Cruz,County Water,Independent,2019-20,F,0,10504760,0,0,0,12681946,0,0
san-lorenzo-valley-water-district,San Lorenzo Valley Water District,Santa Cruz,County Water,Independent,2020-21,F,0,12024782,0,0,0,13190935,0,0
san-lorenzo-valley-water-district,San Lorenzo Valley Water District,Santa Cruz,County Water,Independent,2021-22,F,0,11381507,0,0,0,13813146,0,0
san-lorenzo-valley-water-district,San Lorenzo Valley Water District,Santa Cruz,County Water,Independent,2022-23,F,0,11821551,0,0,0,14427661,0,0
san-lorenzo-valley-water-district,San Lorenzo Valley Water District,Santa Cruz,County Water,Independent,2023-24,F,0,12636256,0,0,0,15072174,0,0
san-lucas-cemetery-district,San Lucas Cemetery District,Monterey,Cemetery,Independent,2016-17,F,14565,0,0,0,14493,0,0,0
san-lucas-cemetery-district,San Lucas Cemetery District,Monterey,Cemetery,Independent,2017-18,F,7993,0,0,0,15567,0,0,0
san-lucas-cemetery-district,San Lucas Cemetery District,Monterey,Cemetery,Independent,2018-19,F,8463,0,0,0,17419,0,0,0
san-lucas-cemetery-district,San Lucas Cemetery District,Monterey,Cemetery,Independent,2019-20,L,14559,0,0,0,17292,0,0,0
san-lucas-cemetery-district,San Lucas Cemetery District,Monterey,Cemetery,Independent,2020-21,L,7696,0,0,0,17371,0,0,0
san-lucas-cemetery-district,San Lucas Cemetery District,Monterey,Cemetery,Independent,2021-22,F,15015,0,0,0,18723,0,0,0
san-lucas-cemetery-district,San Lucas Cemetery District,Monterey,Cemetery,Independent,2022-23,F,21351,0,0,0,18790,0,0,0
san-lucas-cemetery-district,San Lucas Cemetery District,Monterey,Cemetery,Independent,2023-24,F,8857,0,0,0,19890,0,0,0
san-lucas-county-water-district,San Lucas County Water District,Monterey,County Water,Independent,2016-17,F,0,265029,0,0,0,129488,0,0
san-lucas-county-water-district,San Lucas County Water District,Monterey,County Water,Independent,2017-18,F,0,238887,0,0,0,122848,0,0
san-lucas-county-water-district,San Lucas County Water District,Monterey,County Water,Independent,2019-20,L,0,243532,0,0,0,147973,0,0
san-lucas-county-water-district,San Lucas County Water District,Monterey,County Water,Independent,2020-21,L,0,253709,0,0,0,154972,0,0
san-lucas-county-water-district,San Lucas County Water District,Monterey,County Water,Independent,2021-22,L,0,258663,0,0,0,130839,0,0
san-lucas-county-water-district,San Lucas County Water District,Monterey,County Water,Independent,2022-23,L,0,274582,0,0,0,91874,0,0
san-lucas-county-water-district,San Lucas County Water District,Monterey,County Water,Independent,2023-24,F,0,311913,0,0,0,127476,0,0
san-luis-and-delta-mendota-water-authority,San Luis and Delta-Mendota Water Authority,Merced,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2016-17,F,0,29145073,0,0,0,29718820,0,0
san-luis-and-delta-mendota-water-authority,San Luis and Delta-Mendota Water Authority,Merced,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2017-18,F,0,24473409,0,0,0,24746799,0,0
san-luis-and-delta-mendota-water-authority,San Luis and Delta-Mendota Water Authority,Merced,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2018-19,F,0,35072950,0,0,0,36648504,0,0
san-luis-and-delta-mendota-water-authority,San Luis and Delta-Mendota Water Authority,Merced,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2019-20,F,0,83742329,0,0,0,81966331,0,0
san-luis-and-delta-mendota-water-authority,San Luis and Delta-Mendota Water Authority,Merced,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2020-21,F,0,127880677,0,0,0,130515458,0,0
san-luis-and-delta-mendota-water-authority,San Luis and Delta-Mendota Water Authority,Merced,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2021-22,F,0,61054029,0,0,0,66817557,0,0
san-luis-and-delta-mendota-water-authority,San Luis and Delta-Mendota Water Authority,Merced,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2022-23,F,0,98479352,0,0,0,102542106,0,0
san-luis-and-delta-mendota-water-authority,San Luis and Delta-Mendota Water Authority,Merced,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2023-24,L,0,103907061,0,0,0,104393502,0,0
san-luis-obispo-county-air-pollution-district,San Luis Obispo County Air Pollution District,San Luis Obispo,Air Pollution Control,Dependent,2016-17,F,5734845,0,0,0,5510256,0,0,0
san-luis-obispo-county-air-pollution-district,San Luis Obispo County Air Pollution District,San Luis Obispo,Air Pollution Control,Dependent,2017-18,F,5211544,0,0,0,5166534,0,0,0
san-luis-obispo-county-air-pollution-district,San Luis Obispo County Air Pollution District,San Luis Obispo,Air Pollution Control,Dependent,2018-19,F,5658595,0,0,0,6359275,0,0,0
san-luis-obispo-county-air-pollution-district,San Luis Obispo County Air Pollution District,San Luis Obispo,Air Pollution Control,Dependent,2019-20,F,5567152,0,0,0,5851771,0,0,0
san-luis-obispo-county-air-pollution-district,San Luis Obispo County Air Pollution District,San Luis Obispo,Air Pollution Control,Dependent,2020-21,F,6401921,0,0,0,6901167,0,0,0
san-luis-obispo-county-air-pollution-district,San Luis Obispo County Air Pollution District,San Luis Obispo,Air Pollution Control,Dependent,2021-22,F,5425031,0,0,0,5801213,0,0,0
san-luis-obispo-county-air-pollution-district,San Luis Obispo County Air Pollution District,San Luis Obispo,Air Pollution Control,Dependent,2022-23,F,7276425,0,0,0,7524607,0,0,0
san-luis-obispo-county-air-pollution-district,San Luis Obispo County Air Pollution District,San Luis Obispo,Air Pollution Control,Dependent,2023-24,F,7510404,0,0,0,8366391,0,0,0
san-luis-obispo-county-financing-authority,San Luis Obispo County Financing Authority,San Luis Obispo,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2016-17,F,15636104,0,0,0,15641484,0,0,0
san-luis-obispo-county-financing-authority,San Luis Obispo County Financing Authority,San Luis Obispo,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2017-18,F,15624863,0,0,0,15644916,0,0,0
san-luis-obispo-county-financing-authority,San Luis Obispo County Financing Authority,San Luis Obispo,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2018-19,F,15414443,0,0,0,15413436,0,0,0
san-luis-obispo-county-financing-authority,San Luis Obispo County Financing Authority,San Luis Obispo,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2019-20,F,21727637,0,0,0,15412686,0,0,0
san-luis-obispo-county-financing-authority,San Luis Obispo County Financing Authority,San Luis Obispo,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2020-21,F,16763953,0,0,0,16753707,0,0,0
san-luis-obispo-county-financing-authority,San Luis Obispo County Financing Authority,San Luis Obispo,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2021-22,F,16758586,0,0,0,16765416,0,0,0
san-luis-obispo-county-financing-authority,San Luis Obispo County Financing Authority,San Luis Obispo,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2022-23,F,20601817,0,0,0,22214928,0,0,0
san-luis-obispo-county-financing-authority,San Luis Obispo County Financing Authority,San Luis Obispo,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2023-24,F,21301819,0,0,0,25067777,0,0,0
san-luis-obispo-county-flood-control-and-water-conservation-district,San Luis Obispo County Flood Control and Water Conservation District,San Luis Obispo,Flood Control and Water Conservation,Dependent,2016-17,F,5936048,27271581,0,0,4576523,33421866,0,0
san-luis-obispo-county-flood-control-and-water-conservation-district,San Luis Obispo County Flood Control and Water Conservation District,San Luis Obispo,Flood Control and Water Conservation,Dependent,2017-18,F,3897915,28131830,0,0,4490322,34019189,0,0
san-luis-obispo-county-flood-control-and-water-conservation-district,San Luis Obispo County Flood Control and Water Conservation District,San Luis Obispo,Flood Control and Water Conservation,Dependent,2018-19,F,3856604,29120002,0,0,5521521,37345782,0,0
san-luis-obispo-county-flood-control-and-water-conservation-district,San Luis Obispo County Flood Control and Water Conservation District,San Luis Obispo,Flood Control and Water Conservation,Dependent,2019-20,F,9026426,28481877,0,0,9398788,42310035,0,0
san-luis-obispo-county-flood-control-and-water-conservation-district,San Luis Obispo County Flood Control and Water Conservation District,San Luis Obispo,Flood Control and Water Conservation,Dependent,2020-21,F,7655363,29879673,0,0,6357297,37387212,0,0
san-luis-obispo-county-flood-control-and-water-conservation-district,San Luis Obispo County Flood Control and Water Conservation District,San Luis Obispo,Flood Control and Water Conservation,Dependent,2021-22,F,4476587,28203357,0,0,8168316,36575099,0,0
san-luis-obispo-county-flood-control-and-water-conservation-district,San Luis Obispo County Flood Control and Water Conservation District,San Luis Obispo,Flood Control and Water Conservation,Dependent,2022-23,F,8026918,30034239,0,0,10434635,41925300,0,0
san-luis-obispo-county-flood-control-and-water-conservation-district,San Luis Obispo County Flood Control and Water Conservation District,San Luis Obispo,Flood Control and Water Conservation,Dependent,2023-24,L,8397756,29874926,0,0,7016296,40434049,0,0
san-luis-obispo-county-integrated-waste-management-authority,San Luis Obispo County Integrated Waste Management Authority,San Luis Obispo,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2016-17,F,0,1818998,0,0,0,2217880,0,0
san-luis-obispo-county-integrated-waste-management-authority,San Luis Obispo County Integrated Waste Management Authority,San Luis Obispo,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2017-18,F,0,1818998,0,0,0,2217880,0,0
san-luis-obispo-county-integrated-waste-management-authority,San Luis Obispo County Integrated Waste Management Authority,San Luis Obispo,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2018-19,L,0,2036751,0,0,0,1931874,0,0
san-luis-obispo-county-integrated-waste-management-authority,San Luis Obispo County Integrated Waste Management Authority,San Luis Obispo,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2019-20,F,0,2394178,0,0,0,2024265,0,0
san-luis-obispo-county-integrated-waste-management-authority,San Luis Obispo County Integrated Waste Management Authority,San Luis Obispo,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2020-21,F,0,2692017,0,0,0,2074504,0,0
san-luis-obispo-county-integrated-waste-management-authority,San Luis Obispo County Integrated Waste Management Authority,San Luis Obispo,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2021-22,F,0,2704079,0,0,0,1883242,0,0
san-luis-obispo-county-integrated-waste-management-authority,San Luis Obispo County Integrated Waste Management Authority,San Luis Obispo,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2022-23,L,0,2443598,0,0,0,4262665,0,0
san-luis-obispo-county-integrated-waste-management-authority,San Luis Obispo County Integrated Waste Management Authority,San Luis Obispo,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2023-24,L,0,2959726,0,0,0,6059505,0,0
san-luis-obispo-public-financing-authority,San Luis Obispo Public Financing Authority,San Luis Obispo,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2016-17,F,422181,0,0,0,422181,0,0,0
san-luis-obispo-public-financing-authority,San Luis Obispo Public Financing Authority,San Luis Obispo,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2017-18,F,422606,0,0,0,422606,0,0,0
san-luis-obispo-public-financing-authority,San Luis Obispo Public Financing Authority,San Luis Obispo,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2018-19,L,422881,0,0,0,422881,0,0,0
san-luis-obispo-public-financing-authority,San Luis Obispo Public Financing Authority,San Luis Obispo,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2019-20,L,423006,0,0,0,423006,0,0,0
san-luis-obispo-public-financing-authority,San Luis Obispo Public Financing Authority,San Luis Obispo,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2020-21,F,422131,0,0,0,422131,0,0,0
san-luis-obispo-public-financing-authority,San Luis Obispo Public Financing Authority,San Luis Obispo,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2021-22,F,1365564,0,0,0,1365564,0,0,0
san-luis-obispo-public-financing-authority,San Luis Obispo Public Financing Authority,San Luis Obispo,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2022-23,F,1362600,0,0,0,1362600,0,0,0
san-luis-obispo-public-financing-authority,San Luis Obispo Public Financing Authority,San Luis Obispo,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2023-24,F,1385106,0,0,0,1385106,0,0,0
san-luis-obispo-regional-transit-authority,San Luis Obispo Regional Transit Authority,San Luis Obispo,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2017-18,F,0,11857085,0,0,0,9958248,0,0
san-luis-obispo-regional-transit-authority,San Luis Obispo Regional Transit Authority,San Luis Obispo,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2018-19,F,0,12604827,0,0,0,10966261,0,0
san-luis-obispo-regional-transit-authority,San Luis Obispo Regional Transit Authority,San Luis Obispo,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2019-20,L,0,12961316,0,0,0,11066450,0,0
san-luis-obispo-regional-transit-authority,San Luis Obispo Regional Transit Authority,San Luis Obispo,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2020-21,F,0,13636256,0,0,0,15522719,0,0
san-luis-obispo-regional-transit-authority,San Luis Obispo Regional Transit Authority,San Luis Obispo,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2021-22,F,0,15950945,0,0,0,15169204,0,0
san-luis-obispo-regional-transit-authority,San Luis Obispo Regional Transit Authority,San Luis Obispo,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2022-23,F,0,17935438,0,0,0,15028251,0,0
san-luis-obispo-regional-transit-authority,San Luis Obispo Regional Transit Authority,San Luis Obispo,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2023-24,F,0,19295906,0,0,0,15879587,0,0
san-luis-resource-conservation-district,San Luis Resource Conservation District,Merced,Resource Conservation,Independent,2016-17,F,1857,0,0,0,2215,0,0,0
san-luis-resource-conservation-district,San Luis Resource Conservation District,Merced,Resource Conservation,Independent,2017-18,F,,,,,23,0,0,0
san-luis-resource-conservation-district,San Luis Resource Conservation District,Merced,Resource Conservation,Independent,2018-19,F,,,,,34,0,0,0
san-luis-resource-conservation-district,San Luis Resource Conservation District,Merced,Resource Conservation,Independent,2019-20,F,,,,,38,0,0,0
san-luis-resource-conservation-district,San Luis Resource Conservation District,Merced,Resource Conservation,Independent,2020-21,F,,,,,18,0,0,0
san-luis-resource-conservation-district,San Luis Resource Conservation District,Merced,Resource Conservation,Independent,2021-22,F,,,,,12,0,0,0
san-luis-resource-conservation-district,San Luis Resource Conservation District,Merced,Resource Conservation,Independent,2022-23,F,,,,,71,0,0,0
san-luis-resource-conservation-district,San Luis Resource Conservation District,Merced,Resource Conservation,Independent,2023-24,F,,,,,62,0,0,0
san-luis-rey-municipal-water-district,San Luis Rey Municipal Water District,San Diego,Municipal Water,Independent,2016-17,F,0,43697,0,0,0,62611,0,0
san-luis-rey-municipal-water-district,San Luis Rey Municipal Water District,San Diego,Municipal Water,Independent,2017-18,F,0,40004,0,0,0,51213,0,0
san-luis-rey-municipal-water-district,San Luis Rey Municipal Water District,San Diego,Municipal Water,Independent,2018-19,F,0,40320,0,0,0,51362,0,0
san-luis-rey-municipal-water-district,San Luis Rey Municipal Water District,San Diego,Municipal Water,Independent,2019-20,F,0,40643,0,0,0,6633,0,0
san-luis-rey-municipal-water-district,San Luis Rey Municipal Water District,San Diego,Municipal Water,Independent,2020-21,F,0,22496,0,0,0,2468,0,0
san-luis-rey-municipal-water-district,San Luis Rey Municipal Water District,San Diego,Municipal Water,Independent,2021-22,F,0,52910,0,0,0,2805,0,0
san-luis-rey-municipal-water-district,San Luis Rey Municipal Water District,San Diego,Municipal Water,Independent,2022-23,F,0,44272,0,0,0,3135,0,0
san-luis-rey-municipal-water-district,San Luis Rey Municipal Water District,San Diego,Municipal Water,Independent,2023-24,F,0,42664,0,0,0,43286,0,0
san-luis-unit-san-luis-water-district-financing-authority,San Luis Unit/San Luis Water District Financing Authority,Merced,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2021-22,L,1820195,0,0,0,1820195,0,0,0
san-luis-unit-san-luis-water-district-financing-authority,San Luis Unit/San Luis Water District Financing Authority,Merced,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2022-23,F,1615758,0,0,0,1615758,0,0,0
san-luis-unit-san-luis-water-district-financing-authority,San Luis Unit/San Luis Water District Financing Authority,Merced,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2023-24,F,1602102,0,0,0,1602102,0,0,0
san-luis-unit-westlands-water-district-financing-authority,San Luis Unit/Westlands Water District Financing Authority,Fresno,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2020-21,L,547416,0,0,0,,,,
san-luis-unit-westlands-water-district-financing-authority,San Luis Unit/Westlands Water District Financing Authority,Fresno,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2021-22,F,11830647,0,0,0,,,,
