# Citizen Ledger — special districts — COMPLETE LAYER EXPORT
# Source dataset: California State Controller — special districts financial transactions reports, as filed
# Accounting basis: Reported as filed with the State Controller, by fund class
# Gate tier: AS FILED — UNRECONCILED. Three of the four fund-class buckets have no published total to check against: for enterprise, internal-service and conduit funds the Controller publishes operating and nonoperating components and never their sum. A control exists for the governmental bucket only. No figure in this file has been verified against an independently published total
# Units: as-filed dollars
# Measured as: REPORTED AS FILED WITH THE STATE CONTROLLER, BY FUND CLASS · AS-FILED DOLLARS · NOMINAL AS PUBLISHED · ALL SHIPPED YEARS · AS FILED
# Data generated: 2026-07-26
# Exported: 2026-07-28
# Absent values: Empty cell = not published by the source. It is NOT zero. A real reported zero is written as 0.
# Licence: CC0 1.0 Universal (public domain). Cite freely; no permission needed.
# Stability: This file's SHAPE is not stable. The Ledger is actively developed: columns may be added, renamed or split as layers change. Pin a copy if you need reproducibility. The DATA is CC0 and that does not change.
# Schema: bulk/SCHEMA.md · Method: about.html · Findings: findings.html
# Fund-class columns: gov = governmental funds; ent = enterprise funds; isf = internal service funds; cf = conduit financing
# filing_status is the Controller's own per-year code for that district; '-' means no filing is recorded for that year.
# An entity-year with no filing at all is omitted rather than written as zero.
slug,name,county,activity,district_type,fiscal_year,filing_status,exp_gov_usd,exp_ent_usd,exp_isf_usd,exp_cf_usd,rev_gov_usd,rev_ent_usd,rev_isf_usd,rev_cf_usd
montezuma-fire-protection-district-san-joaquin,Montezuma Fire Protection District (San Joaquin),San Joaquin,Fire Protection,Independent,2017-18,F,1170117,0,0,0,989785,0,0,0
montezuma-fire-protection-district-san-joaquin,Montezuma Fire Protection District (San Joaquin),San Joaquin,Fire Protection,Independent,2018-19,F,1248062,0,0,0,1371217,0,0,0
montezuma-fire-protection-district-san-joaquin,Montezuma Fire Protection District (San Joaquin),San Joaquin,Fire Protection,Independent,2019-20,L,1315141,0,0,0,1392488,0,0,0
montezuma-fire-protection-district-san-joaquin,Montezuma Fire Protection District (San Joaquin),San Joaquin,Fire Protection,Independent,2020-21,F,1424503,0,0,0,1676318,0,0,0
montezuma-fire-protection-district-san-joaquin,Montezuma Fire Protection District (San Joaquin),San Joaquin,Fire Protection,Independent,2021-22,F,1572296,0,0,0,2019672,0,0,0
montezuma-fire-protection-district-san-joaquin,Montezuma Fire Protection District (San Joaquin),San Joaquin,Fire Protection,Independent,2022-23,F,1727854,0,0,0,2549663,0,0,0
montezuma-fire-protection-district-san-joaquin,Montezuma Fire Protection District (San Joaquin),San Joaquin,Fire Protection,Independent,2023-24,F,1842223,0,0,0,1947354,0,0,0
montezuma-fire-protection-district-solano,Montezuma Fire Protection District (Solano),Solano,Fire Protection,Independent,2016-17,F,833373,0,0,0,1139257,0,0,0
montezuma-fire-protection-district-solano,Montezuma Fire Protection District (Solano),Solano,Fire Protection,Independent,2017-18,F,1003020,0,0,0,904111,0,0,0
montezuma-fire-protection-district-solano,Montezuma Fire Protection District (Solano),Solano,Fire Protection,Independent,2018-19,F,936646,0,0,0,1048556,0,0,0
montezuma-fire-protection-district-solano,Montezuma Fire Protection District (Solano),Solano,Fire Protection,Independent,2019-20,F,719983,0,0,0,825020,0,0,0
montezuma-fire-protection-district-solano,Montezuma Fire Protection District (Solano),Solano,Fire Protection,Independent,2020-21,F,840373,0,0,0,916628,0,0,0
montezuma-fire-protection-district-solano,Montezuma Fire Protection District (Solano),Solano,Fire Protection,Independent,2021-22,F,858620,0,0,0,930217,0,0,0
montezuma-fire-protection-district-solano,Montezuma Fire Protection District (Solano),Solano,Fire Protection,Independent,2022-23,F,948713,0,0,0,904131,0,0,0
montezuma-fire-protection-district-solano,Montezuma Fire Protection District (Solano),Solano,Fire Protection,Independent,2023-24,F,1637344,0,0,0,1663678,0,0,0
monticello-cemetery-district,Monticello Cemetery District,Napa,Cemetery,Dependent,2016-17,F,40471,0,0,0,36356,0,0,0
monticello-cemetery-district,Monticello Cemetery District,Napa,Cemetery,Dependent,2017-18,F,32591,0,0,0,45355,0,0,0
monticello-cemetery-district,Monticello Cemetery District,Napa,Cemetery,Dependent,2018-19,F,29276,0,0,0,53888,0,0,0
monticello-cemetery-district,Monticello Cemetery District,Napa,Cemetery,Dependent,2019-20,F,51325,0,0,0,61456,0,0,0
monticello-cemetery-district,Monticello Cemetery District,Napa,Cemetery,Dependent,2020-21,F,59741,0,0,0,60748,0,0,0
monticello-cemetery-district,Monticello Cemetery District,Napa,Cemetery,Dependent,2021-22,F,50074,0,0,0,50299,0,0,0
monticello-cemetery-district,Monticello Cemetery District,Napa,Cemetery,Dependent,2022-23,F,58073,0,0,0,51172,0,0,0
monticello-cemetery-district,Monticello Cemetery District,Napa,Cemetery,Dependent,2023-24,F,76310,0,0,0,62420,0,0,0
moorpark-watershed-parks-recreation-and-conservation-authority,Moorpark Watershed Parks Recreation and Conservation Authority,Los Angeles,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2018-19,F,2114,0,0,0,6900,0,0,0
moorpark-watershed-parks-recreation-and-conservation-authority,Moorpark Watershed Parks Recreation and Conservation Authority,Los Angeles,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2019-20,F,1102,0,0,0,6900,0,0,0
moorpark-watershed-parks-recreation-and-conservation-authority,Moorpark Watershed Parks Recreation and Conservation Authority,Los Angeles,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2020-21,L,7533,0,0,0,16912,0,0,0
mootamai-municipal-water-district,Mootamai Municipal Water District,San Diego,Municipal Water,Independent,2016-17,F,13745,0,0,0,19041,0,0,0
mootamai-municipal-water-district,Mootamai Municipal Water District,San Diego,Municipal Water,Independent,2017-18,F,9298,0,0,0,18892,0,0,0
mootamai-municipal-water-district,Mootamai Municipal Water District,San Diego,Municipal Water,Independent,2018-19,F,8657,0,0,0,20038,0,0,0
mootamai-municipal-water-district,Mootamai Municipal Water District,San Diego,Municipal Water,Independent,2019-20,F,7654,0,0,0,20965,0,0,0
mootamai-municipal-water-district,Mootamai Municipal Water District,San Diego,Municipal Water,Independent,2020-21,F,12680,0,0,0,20208,0,0,0
mootamai-municipal-water-district,Mootamai Municipal Water District,San Diego,Municipal Water,Independent,2021-22,F,12432,0,0,0,21576,0,0,0
mootamai-municipal-water-district,Mootamai Municipal Water District,San Diego,Municipal Water,Independent,2022-23,F,13706,0,0,0,27025,0,0,0
mootamai-municipal-water-district,Mootamai Municipal Water District,San Diego,Municipal Water,Independent,2023-24,F,13696,0,0,0,31220,0,0,0
morada-acres-maintenance-district-san-joaquin,Morada Acres Maintenance District (San Joaquin),San Joaquin,Maintenance,Dependent,2016-17,F,0,38655,0,0,0,26107,0,0
morada-acres-maintenance-district-san-joaquin,Morada Acres Maintenance District (San Joaquin),San Joaquin,Maintenance,Dependent,2017-18,F,0,34182,0,0,0,26389,0,0
morada-acres-maintenance-district-san-joaquin,Morada Acres Maintenance District (San Joaquin),San Joaquin,Maintenance,Dependent,2018-19,F,0,27095,0,0,0,27560,0,0
morada-acres-maintenance-district-san-joaquin,Morada Acres Maintenance District (San Joaquin),San Joaquin,Maintenance,Dependent,2019-20,F,0,49508,0,0,0,27035,0,0
morada-acres-maintenance-district-san-joaquin,Morada Acres Maintenance District (San Joaquin),San Joaquin,Maintenance,Dependent,2020-21,F,0,32352,0,0,0,37103,0,0
morada-acres-maintenance-district-san-joaquin,Morada Acres Maintenance District (San Joaquin),San Joaquin,Maintenance,Dependent,2021-22,F,0,40700,0,0,0,40740,0,0
morada-acres-maintenance-district-san-joaquin,Morada Acres Maintenance District (San Joaquin),San Joaquin,Maintenance,Dependent,2022-23,F,0,62394,0,0,0,45638,0,0
morada-acres-maintenance-district-san-joaquin,Morada Acres Maintenance District (San Joaquin),San Joaquin,Maintenance,Dependent,2023-24,F,0,84205,0,0,0,89727,0,0
morada-estates-lighting-maintenance-district-san-joaquin,Morada Estates Lighting Maintenance District (San Joaquin),San Joaquin,Maintenance,Dependent,2016-17,F,4607,0,0,0,5056,0,0,0
morada-estates-lighting-maintenance-district-san-joaquin,Morada Estates Lighting Maintenance District (San Joaquin),San Joaquin,Maintenance,Dependent,2017-18,F,4901,0,0,0,5159,0,0,0
morada-estates-lighting-maintenance-district-san-joaquin,Morada Estates Lighting Maintenance District (San Joaquin),San Joaquin,Maintenance,Dependent,2018-19,F,4860,0,0,0,5632,0,0,0
morada-estates-lighting-maintenance-district-san-joaquin,Morada Estates Lighting Maintenance District (San Joaquin),San Joaquin,Maintenance,Dependent,2019-20,F,3869,0,0,0,5619,0,0,0
morada-estates-lighting-maintenance-district-san-joaquin,Morada Estates Lighting Maintenance District (San Joaquin),San Joaquin,Maintenance,Dependent,2020-21,F,3894,0,0,0,5453,0,0,0
morada-estates-lighting-maintenance-district-san-joaquin,Morada Estates Lighting Maintenance District (San Joaquin),San Joaquin,Maintenance,Dependent,2021-22,F,4244,0,0,0,5565,0,0,0
morada-estates-lighting-maintenance-district-san-joaquin,Morada Estates Lighting Maintenance District (San Joaquin),San Joaquin,Maintenance,Dependent,2022-23,F,3881,0,0,0,6160,0,0,0
morada-estates-lighting-maintenance-district-san-joaquin,Morada Estates Lighting Maintenance District (San Joaquin),San Joaquin,Maintenance,Dependent,2023-24,F,4656,0,0,0,7134,0,0,0
morada-estates-water-maintenance-district-san-joaquin,Morada Estates Water Maintenance District (San Joaquin),San Joaquin,Maintenance,Dependent,2016-17,F,1825,103722,0,0,1825,109182,0,0
morada-estates-water-maintenance-district-san-joaquin,Morada Estates Water Maintenance District (San Joaquin),San Joaquin,Maintenance,Dependent,2017-18,F,3670,111372,0,0,3670,109424,0,0
morada-estates-water-maintenance-district-san-joaquin,Morada Estates Water Maintenance District (San Joaquin),San Joaquin,Maintenance,Dependent,2018-19,F,2824,152203,0,0,2824,129609,0,0
morada-estates-water-maintenance-district-san-joaquin,Morada Estates Water Maintenance District (San Joaquin),San Joaquin,Maintenance,Dependent,2019-20,F,962,141651,0,0,962,118135,0,0
morada-estates-water-maintenance-district-san-joaquin,Morada Estates Water Maintenance District (San Joaquin),San Joaquin,Maintenance,Dependent,2020-21,F,2512,121109,0,0,2512,113667,0,0
morada-estates-water-maintenance-district-san-joaquin,Morada Estates Water Maintenance District (San Joaquin),San Joaquin,Maintenance,Dependent,2021-22,F,1469,102931,0,0,1469,116646,0,0
morada-estates-water-maintenance-district-san-joaquin,Morada Estates Water Maintenance District (San Joaquin),San Joaquin,Maintenance,Dependent,2022-23,F,2667,143193,0,0,2667,131070,0,0
morada-estates-water-maintenance-district-san-joaquin,Morada Estates Water Maintenance District (San Joaquin),San Joaquin,Maintenance,Dependent,2023-24,F,17454,103086,0,0,17454,130021,0,0
morada-manor-lighting-maintenance-district-san-joaquin,Morada Manor Lighting Maintenance District (San Joaquin),San Joaquin,Maintenance,Dependent,2016-17,F,1655,0,0,0,1947,0,0,0
morada-manor-lighting-maintenance-district-san-joaquin,Morada Manor Lighting Maintenance District (San Joaquin),San Joaquin,Maintenance,Dependent,2017-18,F,1748,0,0,0,2016,0,0,0
morada-manor-lighting-maintenance-district-san-joaquin,Morada Manor Lighting Maintenance District (San Joaquin),San Joaquin,Maintenance,Dependent,2018-19,F,1749,0,0,0,2347,0,0,0
morada-manor-lighting-maintenance-district-san-joaquin,Morada Manor Lighting Maintenance District (San Joaquin),San Joaquin,Maintenance,Dependent,2019-20,F,2427,0,0,0,2318,0,0,0
morada-manor-lighting-maintenance-district-san-joaquin,Morada Manor Lighting Maintenance District (San Joaquin),San Joaquin,Maintenance,Dependent,2020-21,F,1568,0,0,0,2217,0,0,0
morada-manor-lighting-maintenance-district-san-joaquin,Morada Manor Lighting Maintenance District (San Joaquin),San Joaquin,Maintenance,Dependent,2021-22,F,1607,0,0,0,2283,0,0,0
morada-manor-lighting-maintenance-district-san-joaquin,Morada Manor Lighting Maintenance District (San Joaquin),San Joaquin,Maintenance,Dependent,2022-23,F,1483,0,0,0,2639,0,0,0
morada-manor-lighting-maintenance-district-san-joaquin,Morada Manor Lighting Maintenance District (San Joaquin),San Joaquin,Maintenance,Dependent,2023-24,F,1767,0,0,0,3195,0,0,0
morada-manor-water-maintenance-san-joaquin,Morada Manor Water Maintenance (San Joaquin),San Joaquin,Maintenance,Dependent,2016-17,F,0,37750,0,0,0,24740,0,0
morada-manor-water-maintenance-san-joaquin,Morada Manor Water Maintenance (San Joaquin),San Joaquin,Maintenance,Dependent,2017-18,F,0,27319,0,0,0,24956,0,0
morada-manor-water-maintenance-san-joaquin,Morada Manor Water Maintenance (San Joaquin),San Joaquin,Maintenance,Dependent,2018-19,F,0,36286,0,0,0,47890,0,0
morada-manor-water-maintenance-san-joaquin,Morada Manor Water Maintenance (San Joaquin),San Joaquin,Maintenance,Dependent,2019-20,F,0,54109,0,0,0,53760,0,0
morada-manor-water-maintenance-san-joaquin,Morada Manor Water Maintenance (San Joaquin),San Joaquin,Maintenance,Dependent,2020-21,F,0,54299,0,0,0,59335,0,0
morada-manor-water-maintenance-san-joaquin,Morada Manor Water Maintenance (San Joaquin),San Joaquin,Maintenance,Dependent,2021-22,F,0,41739,0,0,0,64848,0,0
morada-manor-water-maintenance-san-joaquin,Morada Manor Water Maintenance (San Joaquin),San Joaquin,Maintenance,Dependent,2022-23,F,0,66867,0,0,0,71440,0,0
morada-manor-water-maintenance-san-joaquin,Morada Manor Water Maintenance (San Joaquin),San Joaquin,Maintenance,Dependent,2023-24,F,0,62661,0,0,0,118167,0,0
moraga-orinda-fire-protection-district,Moraga/Orinda Fire Protection District,Contra Costa,Fire Protection,Independent,2016-17,F,26883650,0,0,0,25614287,0,0,0
moraga-orinda-fire-protection-district,Moraga/Orinda Fire Protection District,Contra Costa,Fire Protection,Independent,2017-18,F,27285792,0,0,0,27729669,0,0,0
moraga-orinda-fire-protection-district,Moraga/Orinda Fire Protection District,Contra Costa,Fire Protection,Independent,2018-19,F,30117740,0,0,0,30089665,0,0,0
moraga-orinda-fire-protection-district,Moraga/Orinda Fire Protection District,Contra Costa,Fire Protection,Independent,2019-20,F,31394480,0,0,0,34067862,0,0,0
moraga-orinda-fire-protection-district,Moraga/Orinda Fire Protection District,Contra Costa,Fire Protection,Independent,2020-21,F,30107576,0,0,0,35734993,0,0,0
moraga-orinda-fire-protection-district,Moraga/Orinda Fire Protection District,Contra Costa,Fire Protection,Independent,2021-22,F,31859056,0,0,0,33681747,0,0,0
moraga-orinda-fire-protection-district,Moraga/Orinda Fire Protection District,Contra Costa,Fire Protection,Independent,2022-23,F,29105282,0,0,0,37092357,0,0,0
moraga-orinda-fire-protection-district,Moraga/Orinda Fire Protection District,Contra Costa,Fire Protection,Independent,2023-24,F,33607236,0,0,0,42893045,0,0,0
moreno-valley-community-services-district,Moreno Valley Community Services District,Riverside,Community Services,Dependent,2016-17,F,17239548,0,0,0,17732590,0,0,0
moreno-valley-community-services-district,Moreno Valley Community Services District,Riverside,Community Services,Dependent,2017-18,F,18356680,0,0,0,18487186,0,0,0
moreno-valley-community-services-district,Moreno Valley Community Services District,Riverside,Community Services,Dependent,2018-19,F,18766367,0,0,0,18984984,0,0,0
moreno-valley-community-services-district,Moreno Valley Community Services District,Riverside,Community Services,Dependent,2019-20,L,19051309,0,0,0,20633434,0,0,0
moreno-valley-community-services-district,Moreno Valley Community Services District,Riverside,Community Services,Dependent,2020-21,F,19222893,0,0,0,19810668,0,0,0
moreno-valley-community-services-district,Moreno Valley Community Services District,Riverside,Community Services,Dependent,2021-22,F,22420014,0,0,0,19917828,0,0,0
moreno-valley-community-services-district,Moreno Valley Community Services District,Riverside,Community Services,Dependent,2022-23,F,23083372,0,0,0,21854414,0,0,0
moreno-valley-community-services-district,Moreno Valley Community Services District,Riverside,Community Services,Dependent,2023-24,F,25753316,0,0,0,23844235,0,0,0
moreno-valley-public-facilities-financing-corporation,Moreno Valley Public Facilities Financing Corporation,Riverside,Nonprofit Corporation,Nonprofit Corporation,2016-17,F,787330,0,0,0,787330,0,0,0
moreno-valley-unified-school-district-financing-authority,Moreno Valley Unified School District Financing Authority,Riverside,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2017-18,F,23647418,0,0,0,,,,
moreno-valley-unified-school-district-financing-authority,Moreno Valley Unified School District Financing Authority,Riverside,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2022-23,F,1564175,0,0,0,1564175,0,0,0
moreno-valley-unified-school-district-financing-authority,Moreno Valley Unified School District Financing Authority,Riverside,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2023-24,L,1599475,0,0,0,1599475,0,0,0
morgan-hill-financing-authority,Morgan Hill Financing Authority,Santa Clara,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2016-17,F,4207287,0,0,0,4207287,0,0,0
morgan-hill-financing-authority,Morgan Hill Financing Authority,Santa Clara,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2017-18,F,4213725,0,0,0,4213725,0,0,0
morgan-hill-financing-authority,Morgan Hill Financing Authority,Santa Clara,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2018-19,F,4208988,0,0,0,4208988,0,0,0
morgan-hill-financing-authority,Morgan Hill Financing Authority,Santa Clara,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2019-20,F,4212426,0,0,0,4212426,0,0,0
morgan-hill-financing-authority,Morgan Hill Financing Authority,Santa Clara,Joint Powers Authority (JPA),Joint Powers Authority (JPA),2020-21,F,3995470,0,0,0,3995470,0,0,0
