# Citizen Ledger — cities — COMPLETE LAYER EXPORT
# Source dataset: City annual financial reports, State Controller's Office “By the Numbers” (bythenumbers.sco.ca.gov) — reported actual expenditures and revenues
# Accounting basis: Reported actual revenues and expenditures from standardized annual financial reports filed with the State Controller; governmental activities only — ratepayer-funded enterprise funds, internal service funds and conduit financing are excluded from the function figures
# Gate tier: AS FILED — reconciled to the Controller's published statewide totals where one exists; the function split is the Controller's own
# Units: millions of dollars; population in persons
# Measured as: REPORTED ACTUAL REVENUES AND EXPENDITURES FROM STANDARDIZED ANNUAL FINANCIAL REPORTS FILED WITH THE STATE CONTROLLER · MILLIONS OF DOLLARS · NOMINAL AS PUBLISHED · ALL SHIPPED YEARS · AS FILED
# Data generated: 2026-07-26
# Exported: 2026-07-28
# Absent values: Empty cell = not published by the source. It is NOT zero. A real reported zero is written as 0.
# Licence: CC0 1.0 Universal (public domain). Cite freely; no permission needed.
# Stability: This file's SHAPE is not stable. The Ledger is actively developed: columns may be added, renamed or split as layers change. Pin a copy if you need reproducibility. The DATA is CC0 and that does not change.
# Schema: bulk/SCHEMA.md · Method: about.html · Findings: findings.html
# A $0 in a function column can be a real filed zero — a city that contracts the service to its county files $0. The site's services checklist distinguishes the two; see about.html.
# Function columns: exp_police_musd = Police; exp_fire_musd = Fire; exp_safetyOther_musd = Other public safety; exp_streets_musd = Streets & transportation; exp_housing_musd = Community development & housing; exp_sanitation_musd = Sewer & solid waste; exp_health_musd = Health & welfare; exp_parks_musd = Parks & recreation; exp_library_musd = Libraries; exp_cultureOther_musd = Other culture & leisure; exp_utilities_musd = Public utilities (governmental); exp_admin_musd = General government; exp_other_musd = Other expenditures; exp_debt_musd = Debt service; exp_capital_musd = Capital outlay
# An entity-year absent from this file filed nothing for that year.
slug,name,county,fiscal_year,population,revenues_musd,expenditures_musd,exp_police_musd,exp_fire_musd,exp_safetyOther_musd,exp_streets_musd,exp_housing_musd,exp_sanitation_musd,exp_health_musd,exp_parks_musd,exp_library_musd,exp_cultureOther_musd,exp_utilities_musd,exp_admin_musd,exp_other_musd,exp_debt_musd,exp_capital_musd
san-juan-capistrano,San Juan Capistrano,Orange,2022-23,35089,70.31,51.499,11.77,0,0.803,1.93,7.336,0,0.513,6.585,0,0,0,6.96,0,1.903,13.7
san-juan-capistrano,San Juan Capistrano,Orange,2023-24,34992,54.275,62.735,12.994,0,1.127,1.749,8.894,0,0.481,6.682,0,0,0,6.351,0,1.918,22.538
san-leandro,San Leandro,Alameda,2016-17,88274,128.807,126.873,32.127,22.401,1.555,12.255,8.484,0,0,7.847,5.402,0.833,0,8.904,0,20.935,6.128
san-leandro,San Leandro,Alameda,2017-18,87598,133.862,122.455,36.267,23.434,1.424,20.161,10.418,0,0,7.649,5.678,0.852,0,11.632,0,4.941,0
san-leandro,San Leandro,Alameda,2018-19,89825,135.183,124.754,38.629,23.415,1.16,18.468,10.793,0,0,7.519,5.831,0.88,0,12.371,0,5.688,0
san-leandro,San Leandro,Alameda,2019-20,87930,144.411,138.384,39.568,24.145,2.034,21.482,15.735,0,0,8.926,6.088,1.204,0,13.115,0,6.086,0
san-leandro,San Leandro,Alameda,2020-21,89926,143.555,138.28,39.357,25.513,1.706,16.032,14.97,0,0,13.104,5.715,0.994,0,14.747,0,6.142,0
san-leandro,San Leandro,Alameda,2021-22,88404,156.444,138.633,36.797,27.034,1.466,18.704,17.154,0,0,7.529,6.838,1.329,0,15.593,0,6.189,0
san-leandro,San Leandro,Alameda,2022-23,87497,176.6,161.882,38.125,27.833,2.203,16.663,20.145,0,0,7.346,8.007,1.674,0,33.656,0,6.23,0
san-leandro,San Leandro,Alameda,2023-24,87098,189.765,177.703,42.652,32.248,2.061,19.862,27.192,0,0,12.043,8.377,2.334,0,24.396,0,6.539,0
san-luis-obispo,San Luis Obispo,San Luis Obispo,2016-17,46724,75.351,75.253,15.578,11.817,0,3.78,11.74,0,0,7.732,0,0,0,15.977,0,3.244,5.384
san-luis-obispo,San Luis Obispo,San Luis Obispo,2017-18,46548,78.598,91.339,15.886,12.924,0,3.024,11.174,0,0,7.689,0,0,0,31.759,0,2.552,6.332
san-luis-obispo,San Luis Obispo,San Luis Obispo,2018-19,46802,85.084,85.087,17.944,13.77,0,3.496,10.677,0,0,6.952,0,1.685,0,13.77,0,2.784,14.009
san-luis-obispo,San Luis Obispo,San Luis Obispo,2019-20,45920,88.104,80.599,17.675,12.542,0,4.184,9.924,0,0.299,5.8,0,1.777,0,15.124,0,2.599,10.675
san-luis-obispo,San Luis Obispo,San Luis Obispo,2020-21,47541,104.867,86.872,17.69,14.025,0,5.171,10.262,0,1.096,6.307,0,2.02,0,13.196,0,2.411,14.695
san-luis-obispo,San Luis Obispo,San Luis Obispo,2021-22,47653,117.082,110.057,22.745,17.075,0,4.942,13.45,0,0.269,7.641,0,2.031,0,19.605,0,2.242,20.057
san-luis-obispo,San Luis Obispo,San Luis Obispo,2022-23,47788,127.694,119.706,21.551,15.433,0,5.386,13.373,0,0.386,7.828,0,1.859,0,26.547,0,2.606,24.737
san-luis-obispo,San Luis Obispo,San Luis Obispo,2023-24,48684,143.482,135.373,23.334,15.952,0,5.441,13.901,0,0,8.281,0,1.921,0,20.624,0,1.953,43.968
san-marcos,San Marcos,San Diego,2016-17,94042,90.128,100.021,17.32,13.976,3.708,8.994,10.731,0,0,13.086,0,0.255,0,20.289,0,0.771,10.891
san-marcos,San Marcos,San Diego,2017-18,95768,98.591,92.294,18.457,15.178,3.796,5.594,8.703,0,0,13.603,0,0.261,0,17.205,0,1.661,7.835
san-marcos,San Marcos,San Diego,2018-19,98369,99.983,107.05,19.58,14.584,4.557,4.166,6.977,0,0,12.265,0,0.286,0,24.361,0,1.015,19.259
san-marcos,San Marcos,San Diego,2019-20,97209,114.96,113.488,20.993,14.366,4.86,7.763,14.577,0,0,8.914,0,0.281,0,23.844,0,1.127,16.762
san-marcos,San Marcos,San Diego,2020-21,92958,127.365,131.439,21.631,16.57,5.042,7.405,15.86,0,0.45,8.253,0,0.258,0,23.561,0,1.337,31.07
san-marcos,San Marcos,San Diego,2021-22,93585,145.448,133.543,22.637,16.112,5.294,6.901,14.998,0,9.269,9.84,0,0.339,0,22.337,0,1.187,24.629
san-marcos,San Marcos,San Diego,2022-23,94530,151.428,165.449,23.058,15.948,5.846,13.022,20.76,0,0,10.862,0,0.356,0,29.396,0,1.134,45.066
san-marcos,San Marcos,San Diego,2023-24,95998,141.783,141.383,23.361,16.74,6.45,7.962,18.092,0,0,12.352,0,0.378,0,27.665,0,0.994,27.391
san-marino,San Marino,Los Angeles,2016-17,13467,28.427,26.362,5.992,5.765,0.042,3.369,1.153,0,0,2.608,1.664,0,0,2.493,0,0.761,2.515
san-marino,San Marino,Los Angeles,2017-18,13272,29.685,25.193,6.046,5.314,0.072,2.898,1.282,0,0,2.339,1.612,0.055,0,3.342,0,0.787,1.444
san-marino,San Marino,Los Angeles,2018-19,13352,31.409,25.494,6.393,5.802,0.052,2.958,1.601,0,0,2.179,1.442,0.055,0,3.281,0,0.821,0.91
san-marino,San Marino,Los Angeles,2019-20,13087,31.155,28.89,6.984,6.102,0.05,4.37,1.729,0,0.157,1.92,1.431,0.056,0,3.93,0,0.847,1.315
san-marino,San Marino,Los Angeles,2020-21,12334,31.453,29.643,7.248,6.329,0.046,4.028,1.995,0,0.18,1.508,1.325,0.056,0,3.836,0,0.514,2.579
san-marino,San Marino,Los Angeles,2021-22,12257,32.596,30.893,7.567,6.52,0.05,2.796,1.693,0,0.281,1.864,1.389,0.056,0,4.737,0,0.532,3.408
san-marino,San Marino,Los Angeles,2022-23,12206,36.181,38.652,8.485,7.071,0.035,3.213,1.803,0,0.113,2.344,1.367,0.06,0,4.692,0,0.974,8.495
san-marino,San Marino,Los Angeles,2023-24,12379,39.411,36.976,9.326,7.473,0.057,3.53,2.291,0,0.005,2.677,1.536,0.06,0,4.845,0,1,4.176
san-mateo,San Mateo,San Mateo,2016-17,103426,160.192,149.024,38.316,24.585,1.983,5.862,9.801,1.204,0.155,13.456,6.175,0,0,12.58,0,3.621,31.286
san-mateo,San Mateo,San Mateo,2017-18,104490,172.477,152.944,40.483,27.368,2.291,6.522,10.917,1.244,0.192,13.799,6.44,0,0,13.393,0,9.46,20.837
san-mateo,San Mateo,San Mateo,2018-19,104570,185.073,155.098,44.549,20.376,2.48,6.239,11.77,1.399,0.224,16.745,7.421,0,0,17.278,0,3.752,22.865
san-mateo,San Mateo,San Mateo,2019-20,103087,177.875,171.245,46.43,22.477,2.387,7.412,12.265,1.608,0.279,16.427,7.26,0,0,19.473,0,4.678,30.55
san-mateo,San Mateo,San Mateo,2020-21,104719,176.445,190.583,48.912,23.825,2.148,7.957,12.618,1.695,1.521,15.648,7.064,0,0,19.604,0,6.825,42.766
san-mateo,San Mateo,San Mateo,2021-22,103779,194.843,198.253,52.387,25.223,1.591,6.571,21.445,1.882,0.605,17.232,7.645,0,0,24.081,0,7.643,31.949
san-mateo,San Mateo,San Mateo,2022-23,103318,204.371,197.983,57.38,26.173,1.861,8.102,15.316,2.347,0,18.352,7.848,0,0,22.731,0,8.538,29.335
san-mateo,San Mateo,San Mateo,2023-24,103352,220.721,208.624,62.437,27.51,2.058,7.683,15.187,3.607,0.005,19.922,8.62,0,0,25.218,0,8.763,27.615
san-pablo,San Pablo,Contra Costa,2016-17,31053,45.967,44.606,14.928,0,1.365,2.668,1.754,0,0,2.497,0,0,0,10.779,0,1.091,9.524
san-pablo,San Pablo,Contra Costa,2017-18,31593,49.703,52.245,16.029,0,1.158,2.985,1.96,0,0,3.008,0,0,0,10.846,0,2.5,13.759
san-pablo,San Pablo,Contra Costa,2018-19,31817,59.057,60.501,18.128,0,1.255,2.363,2.316,0,0,3.996,0,0,0,11.626,0,2.195,18.622
san-pablo,San Pablo,Contra Costa,2019-20,31413,50.009,62.032,18.407,0,1.429,2.462,2.373,0,0,3.165,0,0.079,0,14.422,0,2.107,17.587
san-pablo,San Pablo,Contra Costa,2020-21,31793,56.73,51.957,19.305,0,2.648,2.717,2.675,0,0,2.521,0,0,0,13.577,0,2.325,6.188
san-pablo,San Pablo,Contra Costa,2021-22,31510,71.094,68.214,20.304,0,2.859,2.631,2.893,0,0,2.335,0,0,0,13.198,0,14.423,9.571
san-pablo,San Pablo,Contra Costa,2022-23,31301,75.859,66.969,22.127,0,3.18,2.715,4.711,0,0,2.58,0,0,0,16.261,0,3.37,12.025
san-pablo,San Pablo,Contra Costa,2023-24,31088,71.617,76.858,24.058,0,3.362,3.113,3.621,0,0,3.129,0,0,0,16.994,0,3.216,19.363
san-rafael,San Rafael,Marin,2016-17,60842,97.807,102.685,24.096,17.539,7.731,9.831,6.078,0,0,11.32,3.995,0,0,10.399,0,0.446,11.25
san-rafael,San Rafael,Marin,2017-18,60651,107.409,120.44,25.143,19.362,7.639,12.831,6.895,0,0,11.335,4.284,0,0,9.85,0,1.286,21.816
san-rafael,San Rafael,Marin,2018-19,60046,117.611,138.859,24.756,19.178,8.053,11.115,7.943,0,0,10.821,4.241,0,0,11.199,0,2.851,38.701
san-rafael,San Rafael,Marin,2019-20,59807,106.777,129.757,23.557,18.667,8.139,17.7,5.223,0,0,7.689,3.681,0,0,16.015,0,3.101,25.985
san-rafael,San Rafael,Marin,2020-21,61179,124.035,116.515,24.124,21.738,8.869,15.073,4.648,0,0,6.506,3.423,0,0,13.492,0,5.007,13.635
san-rafael,San Rafael,Marin,2021-22,60560,147.135,132.353,26.496,22.827,9.869,15.658,4.636,0,0,7.406,4.172,0,0,18.601,0,5.342,17.345
san-rafael,San Rafael,Marin,2022-23,59681,147.571,138.746,26.937,22.308,9.542,19.223,4.802,0,0,8.51,4.416,0,0,14.185,0,5.286,23.537
san-rafael,San Rafael,Marin,2023-24,59585,145.053,136.256,26.43,23.426,10.264,18.856,5.866,0,0,8.316,4.263,0,0,16.386,0,5.86,16.589
san-ramon,San Ramon,Contra Costa,2016-17,80550,78.447,80.679,19.96,0,0.567,10.488,10.686,0.354,0,16.007,0.135,2.305,0,7.012,0,3.469,9.695
san-ramon,San Ramon,Contra Costa,2017-18,82643,85.056,85.99,21,0,0.569,11.595,10.929,0.718,0,16.815,0.247,2.48,0,7.569,0,3.514,10.554
san-ramon,San Ramon,Contra Costa,2018-19,83957,92.846,88.479,20.411,0,1.617,15.397,17.785,0.681,0,8.686,0,0,0,6.666,0,3.305,13.933
san-ramon,San Ramon,Contra Costa,2019-20,83118,92.073,93.306,22.679,0,1.667,33.565,10.873,0.858,0,6.851,0,0,0,7.371,0,4.516,4.925
san-ramon,San Ramon,Contra Costa,2020-21,84226,87.314,99.773,23.814,0,1.634,33.489,13.417,0.851,0,6.892,0,0,0,7.976,0,4.859,6.842
san-ramon,San Ramon,Contra Costa,2021-22,83820,97.174,121.68,30.916,0,1.759,35.97,13.86,1.881,0,11.102,0,0,0,11.365,0,4.102,10.724
san-ramon,San Ramon,Contra Costa,2022-23,82870,112.499,110.275,22.783,0,0.721,14.969,12.21,1.261,0,17.092,0,0,0,10.417,0,5.683,25.138
san-ramon,San Ramon,Contra Costa,2023-24,82525,119.185,118.58,27.925,0,0.782,15.625,13.7,1.233,0,18.927,0,0,0,11.51,0,5.91,22.966
sand-city,Sand City,Monterey,2016-17,384,7.161,8.528,3.618,0.27,0.021,1.014,0.841,0,0,0.035,0,0,0,2.335,0,0.039,0.355
sand-city,Sand City,Monterey,2017-18,394,7.554,6.989,2.798,0.279,0.023,0.925,0.687,0,0,0.015,0,0,0,1.654,0,0.018,0.591
sand-city,Sand City,Monterey,2018-19,397,8.016,6.817,2.996,0.289,0.018,0.985,0.611,0,0,0.012,0,0,0,1.551,0,0.018,0.338
sand-city,Sand City,Monterey,2019-20,385,7.787,7.081,3.338,0.299,0.013,0.89,0.656,0,0,0.029,0,0,0,1.694,0,0.078,0.084
sand-city,Sand City,Monterey,2020-21,378,8.454,6.655,3.261,0.308,0.014,0.985,0.537,0,0,0.004,0,0,0,1.35,0,0.035,0.162
sand-city,Sand City,Monterey,2021-22,372,8.698,7.086,3.394,0.313,0.012,0.927,0.721,0,0,0.006,0,0,0,1.45,0,0.035,0.229
sand-city,Sand City,Monterey,2022-23,376,9.638,7.74,3.547,0.328,0.016,0.789,0.932,0,0,0.008,0,0,0,1.538,0,0.035,0.547
sand-city,Sand City,Monterey,2023-24,379,11.541,10.179,3.979,0.346,0.02,1.29,1.379,0,0,0.013,0,0,0,1.879,0,0.035,1.238
sanger,Sanger,Fresno,2016-17,26412,21.137,20.827,6.098,2.607,1.385,0.2,1.354,0,0,1.09,0,0,0,1.416,0,0.06,6.617
sanger,Sanger,Fresno,2017-18,26648,21.332,18.886,6.016,2.965,1.236,0.275,2.078,0,0,0.937,0,0,0,1.233,0,0.06,4.085
sanger,Sanger,Fresno,2018-19,27094,23.04,23.777,8.085,3.603,1.512,0.671,2.079,0,0,1.101,0,0,0,0.799,0.001,0.08,5.847
sanger,Sanger,Fresno,2019-20,27185,23.826,27.987,8.124,4.098,1.647,0.863,2.255,0,0,0.496,0,0.071,0,0.34,0,0.08,10.013
sanger,Sanger,Fresno,2020-21,26558,35.471,26.655,7.51,4.077,1.665,1.018,2.939,0,0,0.344,0,0.021,0,2.741,0,0.401,5.937
sanger,Sanger,Fresno,2021-22,26304,27.353,23.719,7.758,4.287,1.459,1.724,2.367,0,0,0.532,0,0.001,0,0.366,0,0.148,5.077
sanger,Sanger,Fresno,2022-23,26241,34.655,23.744,7.662,3.627,1.586,0.949,3.537,0,0,0.679,0,0.059,0,0.319,0,0,5.327
sanger,Sanger,Fresno,2023-24,26357,28.496,25.626,7.986,3.684,1.878,1.792,2.613,0,0,0.741,0,0.056,0,0.534,0,0,6.34
santa-ana,Santa Ana,Orange,2016-17,341341,339.415,344.767,126.328,37.931,11.288,6.833,56.055,0,0,20.319,4.322,1.476,0,20.316,0,14.789,45.109
santa-ana,Santa Ana,Orange,2017-18,338247,342.861,363.014,125.9,47.075,10.675,11.135,62.249,0,0,24.449,4.397,1.468,0,19.228,0,15.02,41.418
santa-ana,Santa Ana,Orange,2018-19,337716,379.05,364.679,135.234,48.575,12.388,8.525,63.249,0,0,21.719,4.49,1.473,0,22.153,0,15.018,31.855
santa-ana,Santa Ana,Orange,2019-20,335052,422.692,471.618,134.882,42.679,18.417,10.775,68.726,0,0,22.01,4.426,1.473,0,60.282,0,72.637,35.312
santa-ana,Santa Ana,Orange,2020-21,311340,514.367,487.536,141.023,44.705,16.71,25.221,80.644,0,0,25.552,4.829,1.473,0,86.905,0,15.342,45.131
santa-ana,Santa Ana,Orange,2021-22,308459,555.62,898.094,317.065,127.443,12.112,23.783,114.8,1.7,0.887,28.863,6.378,1.473,0,189.385,0,21.551,52.654
santa-ana,Santa Ana,Orange,2022-23,299630,575.155,560.737,146.393,49.03,17.363,27.853,103.746,3.548,2.841,33.867,7.251,1.542,0,55.592,0,33.019,78.693
santa-ana,Santa Ana,Orange,2023-24,310797,623.083,596.885,161.411,39.835,18.371,27.382,100.366,0.685,5.541,37.398,7.467,1.672,0,61.572,0,28.921,106.265
santa-barbara,Santa Barbara,Santa Barbara,2016-17,93063,163.019,162.755,38.865,26.889,2.243,10.174,15.893,0,0,19.481,6.394,0,0,13.607,0,0.692,28.518
santa-barbara,Santa Barbara,Santa Barbara,2017-18,94807,178.171,170.016,41.578,31.203,2.597,10.62,16.017,0,0,18.987,6.912,0,0,15.242,0,0,26.859
santa-barbara,Santa Barbara,Santa Barbara,2018-19,93532,199.498,199.16,42.557,29.038,2.796,18.475,19.317,0,0,18.607,7.29,0,0,15.78,0,0,45.3
santa-barbara,Santa Barbara,Santa Barbara,2019-20,93511,201.445,198.627,44.311,30.747,2.671,20.147,17.579,0,0,18.242,6.264,0,0,16.595,0,0,42.07
santa-barbara,Santa Barbara,Santa Barbara,2020-21,88499,216.399,187.384,42.866,31.677,2.723,18.572,19.64,0,0,17.928,6.312,0,0,15.176,0.056,0,32.435
santa-barbara,Santa Barbara,Santa Barbara,2021-22,86591,234.401,202.744,47.748,32.865,2.844,19.61,18.646,0,0,20.356,7.448,0,0,18.563,0.013,0,34.652
santa-barbara,Santa Barbara,Santa Barbara,2022-23,85418,234.87,222.821,48.935,34.865,2.92,22.335,19.835,0,0,23.518,8.442,0,0,19.059,0,0.456,42.458
santa-barbara,Santa Barbara,Santa Barbara,2023-24,85679,258.338,252.5,53.335,37.679,2.935,23.404,21.889,0,0,27.127,9.787,0,0,20.952,0,0.784,54.608
santa-clara,Santa Clara,Santa Clara,2016-17,123983,264.848,236.409,62.29,42.55,1.038,24.018,11.357,0,0,17.364,9.113,0,0,36.849,0,2.501,29.329
santa-clara,Santa Clara,Santa Clara,2017-18,129604,252.794,249.828,67.842,47.454,2.635,25.595,12.229,0,0,18.882,10.426,0,0,42.328,0,2.505,19.933
santa-clara,Santa Clara,Santa Clara,2018-19,128717,309.286,274.418,62.799,49.119,2.907,31.595,14.597,0,0.13,19.896,10.234,0,0,50.26,0,2.498,30.382
santa-clara,Santa Clara,Santa Clara,2019-20,129104,283.008,283.085,74.168,54.696,2.847,28.186,17.593,0,0,24.594,10.392,0,0,44.086,0,2.503,24.021
santa-clara,Santa Clara,Santa Clara,2020-21,129122,259.719,297.946,74.923,58.353,4.103,28.443,31.452,0,0.24,17.582,8.879,0,0,40.955,0,2.502,30.514
santa-clara,Santa Clara,Santa Clara,2021-22,130127,321.79,302.757,77.59,60.575,2.69,28.144,36.229,0,0.2,19.69,10.011,0,0,45.859,0,2.507,19.261
santa-clara,Santa Clara,Santa Clara,2022-23,132476,364.731,332.144,81.136,67.198,2.04,30.175,33.147,0,0.158,22.353,10.732,0,0,47.825,0,2.581,34.798
santa-clara,Santa Clara,Santa Clara,2023-24,132048,374.544,343.081,84.981,70.777,2.444,31.7,29.325,0,0.188,23.03,10.759,0,0,55.915,0,2.86,31.1
santa-clarita,Santa Clarita,Los Angeles,2016-17,216350,164.343,151.674,23.219,1.369,0.462,51.937,23.518,0,0,21.187,5.565,0,0,16.815,0,2.991,4.609
santa-clarita,Santa Clarita,Los Angeles,2017-18,216589,192.607,180.771,24.667,1.905,0.563,66.38,24.603,0,0.014,21.98,5.606,0,0,20.688,0,3.021,11.342
santa-clarita,Santa Clarita,Los Angeles,2018-19,218103,205.594,185.35,25.872,1.435,1.212,84.623,20.351,0.014,0,18.189,5.899,0.016,0,19.106,0,5.353,3.279
santa-clarita,Santa Clarita,Los Angeles,2019-20,221932,199.276,199.648,28.767,0.276,5.911,88.741,17.641,0,0,19.605,6.321,0.07,0,23.436,0,5.383,3.496
santa-clarita,Santa Clarita,Los Angeles,2020-21,228084,234.721,239.036,28.868,5.655,1.406,89.686,36.025,0,0,22.4,6.93,0.026,0,21.749,0.005,5.584,20.703
santa-clarita,Santa Clarita,Los Angeles,2021-22,228835,257.052,204.53,28.445,0.853,4.681,31.543,25.403,0,4.126,27.43,6.852,0,0,15.855,0,5.221,54.121
santa-clarita,Santa Clarita,Los Angeles,2022-23,230659,260.502,226.194,29.642,1.617,5.105,29.318,26.556,0.757,0.261,22.964,7.336,0,0,32.798,0,7.632,62.209
santa-clarita,Santa Clarita,Los Angeles,2023-24,230428,292.027,245.573,31.354,0.033,5.467,33.057,23.906,0.813,0.237,23.411,7.969,0,0,38.828,0,9.294,71.203
santa-cruz,Santa Cruz,Santa Cruz,2016-17,65070,102.159,111.235,25.422,17.571,2.722,8.607,8.58,0,0,14.27,1.465,0,0,14.483,0,5.783,12.332
santa-cruz,Santa Cruz,Santa Cruz,2017-18,66454,118.283,122.047,25.369,18.247,2.829,9.129,10.186,0,0,15.046,1.535,0,0,15.351,0,5.752,18.604
santa-cruz,Santa Cruz,Santa Cruz,2018-19,65807,124.087,120.102,27.795,19.004,3.726,9.728,9.168,0,0,15.97,1.605,0,0,15.41,0,6.038,11.659
santa-cruz,Santa Cruz,Santa Cruz,2019-20,64424,116.65,123.546,27.285,19.269,3.8,14.863,10.136,0,0,14.426,1.675,0,0,15.203,0,6.25,10.64
santa-cruz,Santa Cruz,Santa Cruz,2020-21,57594,137.741,116.754,25.818,19.869,3.347,11.995,9.061,0,0,13.458,1.745,0,0,14.189,0,6.306,10.968
santa-cruz,Santa Cruz,Santa Cruz,2021-22,64075,160.591,142.396,26.789,22.169,3.897,16.702,10.341,0,0,15.913,1.815,0,0,16.641,0,6.392,21.737
santa-cruz,Santa Cruz,Santa Cruz,2022-23,63224,154.621,156.075,23.065,22.751,4.288,16.485,24.611,0,0,17.259,1.977,0,0,18.907,0,4.165,22.567
santa-cruz,Santa Cruz,Santa Cruz,2023-24,62776,187.895,191.211,28.995,25.999,4.6,19.319,30.741,0,0,21.861,2.215,0,0,22.767,0,4.283,30.432
santa-fe-springs,Santa Fe Springs,Los Angeles,2016-17,18291,58.417,61.633,11.036,16.654,2.759,4.014,3.204,1.011,2.885,5.665,2.692,0,0,6.283,0,1.222,4.209
santa-fe-springs,Santa Fe Springs,Los Angeles,2017-18,18335,60.463,65.036,15.744,13.202,4.062,5.613,7.165,0,2.539,5.285,0.412,0,0,3.796,0,1.257,5.961
santa-fe-springs,Santa Fe Springs,Los Angeles,2018-19,18261,68.679,65.046,14.495,13.765,3.867,5.7,7.641,0,1.753,5.111,0.366,0,0,5.303,0,1.583,5.459
santa-fe-springs,Santa Fe Springs,Los Angeles,2019-20,18295,84.114,71.069,14.233,13.939,4.179,5.307,6.687,1.959,1.631,4.083,1.047,0.196,0,6.008,0,1.528,10.271
santa-fe-springs,Santa Fe Springs,Los Angeles,2020-21,18568,84.004,74.974,15.671,15.031,4.641,4.697,7.17,1.894,1.657,3.5,1.031,0.233,0,6.689,0,0.198,12.561
santa-fe-springs,Santa Fe Springs,Los Angeles,2021-22,18763,95.258,75.277,17.68,16.464,4.641,4.953,8.555,1.975,1.98,4.131,1.043,0.362,0,6.932,0,0.751,5.81
santa-fe-springs,Santa Fe Springs,Los Angeles,2022-23,18570,112.476,86.103,18.054,16.487,5.079,5.369,10.257,2.155,2.215,4.662,1.237,0.434,0,7.137,0,0.858,12.159
santa-fe-springs,Santa Fe Springs,Los Angeles,2023-24,18640,114.133,99,18.929,18.175,5.332,6.091,11.776,2.167,2.488,5.699,1.314,0.567,0,8.453,0,1.143,16.865
santa-maria,Santa Maria,Santa Barbara,2016-17,106280,92.26,86.085,29.158,12.499,0.35,2.701,6.548,0,0,12.952,2.853,0,0,9.223,0,0.425,9.376
santa-maria,Santa Maria,Santa Barbara,2017-18,108470,91.299,92.317,27.087,11.749,0.633,4.58,6.17,0,1.231,14.956,2.986,0,0,11.66,0,0,11.264
santa-maria,Santa Maria,Santa Barbara,2018-19,107356,101.537,93.591,32.101,14.095,0.021,3.394,6.272,0,0,13.06,3.164,0,0,10.525,0,0.276,10.682
santa-maria,Santa Maria,Santa Barbara,2019-20,107407,117.541,105.084,36.511,16.562,0.463,4.65,7.071,0,0,15.667,3.836,0,0,12.178,0,0.272,7.873
santa-maria,Santa Maria,Santa Barbara,2020-21,110969,137.041,107.838,37.324,18.282,0.476,5.397,6.963,0,0,16.517,3.235,0,0,13.022,0,0.271,6.352
santa-maria,Santa Maria,Santa Barbara,2021-22,109910,152.134,125.2,37.78,19.117,0.007,5.659,5.876,0,0.045,15.624,3.942,0,0,14.828,0,0.267,22.054
santa-maria,Santa Maria,Santa Barbara,2022-23,109477,140.872,115.577,33.056,11.41,0.011,12.712,6.796,0,0,14.013,4.891,0,0,17.405,0,0.267,15.015
santa-maria,Santa Maria,Santa Barbara,2023-24,110608,156.285,158.067,47.393,22.442,0.024,8.292,8.431,0,7.878,19.419,4.448,0,0,18.373,0,0.377,20.989
santa-monica,Santa Monica,Los Angeles,2016-17,93834,450.825,422.765,85.414,39.849,5.428,29.619,79.581,0,23.361,41.441,12.476,0,0,72.456,0,9.27,23.871
santa-monica,Santa Monica,Los Angeles,2017-18,92416,475.352,476.178,91.255,43.577,6.197,28.92,91.586,0,24.206,42.233,12.967,0,0,80.146,0,13.575,41.515
santa-monica,Santa Monica,Los Angeles,2018-19,93593,489.96,509.717,97.232,46.622,6.503,35.576,90.56,0,25.447,42.726,13.664,0,0,84.521,0,10.944,55.922
santa-monica,Santa Monica,Los Angeles,2019-20,92357,455.759,558.804,101.579,50.777,6.317,32.542,96.601,0,26.724,44.642,13.034,2.671,0,82.694,0,11.54,89.682
santa-monica,Santa Monica,Los Angeles,2020-21,93242,411.897,467.687,97.319,45.722,8.517,25.538,98.217,0,18.581,41.265,8.765,2.212,0,54.911,0,9.699,56.94
santa-monica,Santa Monica,Los Angeles,2021-22,92408,502.487,463.649,97.069,50.171,6.367,34.785,101.073,0,19.243,46.58,8.677,0,0,65.554,0,10.149,23.981
santa-monica,Santa Monica,Los Angeles,2022-23,91720,546.228,507.553,111.919,62.122,5.502,46.296,102.501,0,21.337,51.187,10.102,0,0,72.618,0,14.395,9.573
santa-monica,Santa Monica,Los Angeles,2023-24,92912,585.752,536.478,118.801,58.974,5.776,51.583,104.092,0,23.229,52.37,11.309,0,0,84.462,-0.499,13.277,13.105
santa-paula,Santa Paula,Ventura,2016-17,30654,19.414,21.417,6.231,3.019,0.397,1.307,2.01,0,0,0.802,0.007,0.286,0,4.133,0,0,3.224
santa-paula,Santa Paula,Ventura,2017-18,31138,25.648,25.782,6.623,3.391,0.421,1.339,2.883,0,0,1.235,0,0.288,0,4.641,0,0,4.961
santa-paula,Santa Paula,Ventura,2018-19,30779,21.599,20.543,7.619,0.095,0.358,1.278,2.387,0,0,1.82,0,0.338,0,5.187,0,0,1.461
santa-paula,Santa Paula,Ventura,2019-20,30389,23.255,23.351,8.463,0,0.524,1.204,2.748,0,0,1.411,0,0.003,0,5.638,0,0,3.361
