# Citizen Ledger — community college districts — COMPLETE LAYER EXPORT
# Source dataset: California Community Colleges Chancellor's Office — CCFS-311 Annual Financial and Budget Report (Table VI, Current Expense of Education, ECS 84362); SCFF 2022-23 Recalculation Exhibit C; MIS District & College Codes
# Accounting basis: Modified accrual on the community-college Budget and Accounting Manual uniform chart; Current Expense of Education (ECS 84362)
# Gate tier: GATED TO THE DOLLAR against the Chancellor's Office printed statewide total
# Units: dollars; FTES in full-time-equivalent students
# Measured as: MODIFIED ACCRUAL ON THE COMMUNITY-COLLEGE BUDGET AND ACCOUNTING MANUAL UNIFORM CHART · DOLLARS · NOMINAL AS PUBLISHED · ALL SHIPPED YEARS · GATED TO THE DOLLAR AGAINST THE CHANCELLOR'S OFFICE PRINTED STATEWIDE TOTAL
# Data generated: 2026-07-24
# Exported: 2026-07-28
# Absent values: Empty cell = not published by the source. It is NOT zero. A real reported zero is written as 0.
# Licence: CC0 1.0 Universal (public domain). Cite freely; no permission needed.
# Stability: This file's SHAPE is not stable. The Ledger is actively developed: columns may be added, renamed or split as layers change. Pin a copy if you need reproducibility. The DATA is CC0 and that does not change.
# Schema: bulk/SCHEMA.md · Method: about.html · Findings: findings.html
# Apportionment-derived columns (funded_ftes, per_ftes_usd, state_general_fund_usd, community_supported_status) reach only the years with a readable apportionment document, and are empty elsewhere. That is an absence of source, not a zero.
# community_supported_status is three-valued: a status, or 'not-published' where the derivation could not be reconciled.
district_code,name,colleges,fiscal_year,current_expense_usd,instructional_salaries_usd,pct_instructional_salaries,funded_ftes,per_ftes_usd,state_general_fund_usd,rev_federal_usd,rev_state_usd,rev_local_usd,rev_total_usd,community_supported_status
720,EL CAMINO,El Camino,2010-11,93986224,47980206,51.05,,,,4416961,80464576,40710511,125592048,not-published
720,EL CAMINO,El Camino,2011-12,91611215,45926109,50.13,,,,4518458,71144739,41142213,116805410,not-published
720,EL CAMINO,El Camino,2012-13,91367176,46046269,50.4,,,,5594534,67737899,46974375,120306808,not-published
720,EL CAMINO,El Camino,2013-14,94493725,47984864,50.78,,,,5959519,72721506,43675578,122356603,not-published
720,EL CAMINO,El Camino,2014-15,99450938,51146933,51.43,,,,5450713,80577095,45001008,131028816,not-published
720,EL CAMINO,El Camino,2015-16,103930472,55382453,53.29,,,,4370483,103239319,48139214,155749016,not-published
720,EL CAMINO,El Camino,2016-17,111727099,58969086,52.78,,,,2729167,98094275,48951731,149775173,not-published
720,EL CAMINO,El Camino,2017-18,114675306,60464858,52.73,,,,2724236,99592477,53163385,155480098,not-published
720,EL CAMINO,El Camino,2018-19,120236648,62675592,52.13,,,58638228,2119909,105972922,58428016,166520847,not-published
720,EL CAMINO,El Camino,2019-20,128368636,65963637,51.39,19206.17,6684,70721555,,,,,not-published
720,EL CAMINO,El Camino,2020-21,118815790,62942042,52.97,18876.53,6294,55787227,7294562,117888532,56600002,181783096,state-funded
720,EL CAMINO,El Camino,2021-22,132904873,69532963,52.32,,,,24755494,115639367,52988321,193383182,not-published
720,EL CAMINO,El Camino,2022-23,152746937,78946131,51.68,18994.19,8042,79874433,20447909,128306119,61622788,210376816,state-funded
720,EL CAMINO,El Camino,2023-24,175147514,95957428,54.79,18632.35,9400,69682640,7170612,145246566,67840581,220257759,not-published
120,FEATHER RIVER,Feather River,2009-10,8150243,4112293,50.46,,,,1536404,6721618,6692624,14950646,not-published
120,FEATHER RIVER,Feather River,2010-11,8192897,4142510,50.56,,,,1308222,6980739,6539983,14828944,not-published
120,FEATHER RIVER,Feather River,2011-12,8279134,4276577,51.65,,,,1293436,6829438,6828483,14951357,not-published
120,FEATHER RIVER,Feather River,2012-13,8042628,4365387,54.28,,,,1162030,6469900,7403974,15035904,not-published
120,FEATHER RIVER,Feather River,2013-14,8640965,4696081,54.35,,,,1104631,7588092,7533084,16225807,not-published
120,FEATHER RIVER,Feather River,2014-15,10169999,5210106,51.23,,,,1160238,8547182,7729630,17437050,not-published
120,FEATHER RIVER,Feather River,2015-16,9787632,5295060,54.1,,,,1215035,10271161,9057092,20543288,not-published
120,FEATHER RIVER,Feather River,2016-17,9614264,5303096,55.16,,,,1054608,11120178,9660464,21835250,not-published
120,FEATHER RIVER,Feather River,2017-18,10040878,5401517,53.8,,,,1164282,10039534,9613404,20817220,not-published
120,FEATHER RIVER,Feather River,2018-19,11163725,5859419,52.49,,,5366029,1175248,10759343,8968695,20903286,not-published
120,FEATHER RIVER,Feather River,2019-20,11231570,6031941,53.71,1672.24,6716,7540972,,,,,not-published
120,FEATHER RIVER,Feather River,2020-21,10921913,5988989,54.83,1579.34,6915,6284164,1838869,11544658,9506681,22890208,state-funded
120,FEATHER RIVER,Feather River,2021-22,11521503,6706914,58.21,,,,2534773,14110116,9816541,26461430,not-published
120,FEATHER RIVER,Feather River,2022-23,12554100,7541182,60.07,1673.35,7502,9533340,1815044,16871598,12541209,31227851,state-funded
120,FEATHER RIVER,Feather River,2023-24,14206337,7673411,54.01,1608.89,8830,9677893,2169098,18122925,13412074,33704097,not-published
420,FOOTHILL-DEANZA,Deanza;Foothill,2009-10,160334032,84544113,52.73,,,,6345971,83091347,127272819,216710137,not-published
420,FOOTHILL-DEANZA,Deanza;Foothill,2010-11,158159381,80966617,51.19,,,,5242644,88300334,123605341,217148319,not-published
420,FOOTHILL-DEANZA,Deanza;Foothill,2011-12,159591043,82298950,51.57,,,,2380196,67689376,132265751,202335323,not-published
420,FOOTHILL-DEANZA,Deanza;Foothill,2012-13,156616501,80583047,51.45,,,,2173575,59762053,147418079,209353707,not-published
420,FOOTHILL-DEANZA,Deanza;Foothill,2013-14,155630534,82134069,52.78,,,,2123025,58123770,147648393,207895188,not-published
420,FOOTHILL-DEANZA,Deanza;Foothill,2014-15,156757398,84893318,54.16,,,,2036035,66891408,152934340,221861783,not-published
420,FOOTHILL-DEANZA,Deanza;Foothill,2015-16,177433970,98511410,55.52,,,,2050790,90943982,164459785,257454557,not-published
420,FOOTHILL-DEANZA,Deanza;Foothill,2016-17,186658943,100451582,53.82,,,,1861307,73908265,183075549,258845121,not-published
420,FOOTHILL-DEANZA,Deanza;Foothill,2017-18,186555275,97360364,52.19,,,,1619603,76301995,188826472,266748070,not-published
420,FOOTHILL-DEANZA,Deanza;Foothill,2018-19,191080716,99463865,52.05,,,9933075,1413656,82547956,189417514,273379126,not-published
420,FOOTHILL-DEANZA,Deanza;Foothill,2019-20,177821477,92527044,52.03,23566.21,7546,1681391,,,,,not-published
420,FOOTHILL-DEANZA,Deanza;Foothill,2020-21,176056829,91620915,52.04,23689.94,7432,1681391,4963312,108309707,167195871,280468890,state-funded
420,FOOTHILL-DEANZA,Deanza;Foothill,2021-22,188954549,95551737,50.57,,,,13277956,112645106,155871143,281794205,not-published
420,FOOTHILL-DEANZA,Deanza;Foothill,2022-23,187775013,95437096,50.83,21921.98,8566,16776849,25534932,129049728,179239032,333823692,state-funded
420,FOOTHILL-DEANZA,Deanza;Foothill,2023-24,206587028,104894823,50.78,21018.34,9829,2037273,2096428,108875412,191302973,302274813,not-published
440,GAVILAN JOINT,Gavilan,2009-10,24848472,12820697,51.6,,,,3674414,15299763,17408241,36382418,not-published
440,GAVILAN JOINT,Gavilan,2010-11,24934998,12517217,50.2,,,,2799941,16940732,16129984,35870657,not-published
440,GAVILAN JOINT,Gavilan,2011-12,25536240,12844752,50.3,,,,2432428,14595482,18403559,35431469,not-published
440,GAVILAN JOINT,Gavilan,2012-13,25455400,12972025,50.96,,,,3094790,12387406,20745311,36227507,not-published
440,GAVILAN JOINT,Gavilan,2013-14,25056241,13320447,53.16,,,,3209915,15111674,18069646,36391235,not-published
440,GAVILAN JOINT,Gavilan,2014-15,26306461,13628495,51.81,,,,3785927,16116604,18942790,38845321,not-published
440,GAVILAN JOINT,Gavilan,2015-16,28734931,14783628,51.45,,,,3228622,21474745,19767892,44471259,not-published
440,GAVILAN JOINT,Gavilan,2016-17,29313506,14836226,50.61,,,,3358344,13498276,27910320,44766940,not-published
440,GAVILAN JOINT,Gavilan,2017-18,30020330,16122866,53.71,,,,3228660,14272836,32504692,50006188,not-published
440,GAVILAN JOINT,Gavilan,2018-19,33332917,18029064,54.09,,,2506198,2916085,15247245,32791619,50954949,not-published
440,GAVILAN JOINT,Gavilan,2019-20,34454900,17413370,50.54,5061.98,6807,6135818,,,,,not-published
440,GAVILAN JOINT,Gavilan,2020-21,29633305,14850288,50.11,5216.66,5681,4765833,5326634,22477095,24873441,52677170,state-funded
440,GAVILAN JOINT,Gavilan,2021-22,31159085,15603307,50.08,,,,4457524,22966175,25392035,52815734,not-published
440,GAVILAN JOINT,Gavilan,2022-23,32045515,16875813,52.66,5201.81,6160,11691396,3333405,25808482,29139702,58281589,state-funded
440,GAVILAN JOINT,Gavilan,2023-24,38303010,19537578,51.01,5044.44,7593,8750559,6903390,34816682,31928403,73648475,not-published
730,GLENDALE,Glendale,2009-10,73010617,37760797,51.72,,,,4388097,69582385,19980090,93950572,not-published
730,GLENDALE,Glendale,2010-11,72659569,36600451,50.37,,,,4121383,69781429,19807145,93709957,not-published
730,GLENDALE,Glendale,2011-12,67214467,33766817,50.24,,,,4658091,63164240,19452721,87275052,not-published
730,GLENDALE,Glendale,2012-13,68286392,34396765,50.37,,,,5482508,58729744,26790672,91002924,not-published
730,GLENDALE,Glendale,2013-14,72577683,37294828,51.39,,,,4116139,67157568,22664183,93937890,not-published
730,GLENDALE,Glendale,2014-15,75374132,39647123,52.6,,,,3666605,71049049,25207228,99922882,not-published
730,GLENDALE,Glendale,2015-16,80560725,41291089,51.25,,,,5274630,85380597,29505275,120160502,not-published
730,GLENDALE,Glendale,2016-17,85638791,44883011,52.41,,,,3831349,74719494,36981266,115532109,not-published
730,GLENDALE,Glendale,2017-18,91296076,47517189,52.05,,,,2907270,84151033,38600747,125659050,not-published
730,GLENDALE,Glendale,2018-19,99957323,49996378,50.02,,,50138523,2788746,83046657,36240567,122075970,not-published
730,GLENDALE,Glendale,2019-20,106341097,55221515,51.93,13467.76,7896,58288934,,,,,not-published
730,GLENDALE,Glendale,2020-21,101391341,53046639,52.32,13630.94,7438,49706497,19370010,92342099,36446146,148158255,state-funded
730,GLENDALE,Glendale,2021-22,105564505,53152457,50.35,,,,38816031,100844392,32826068,172486491,not-published
730,GLENDALE,Glendale,2022-23,104806574,53898752,51.43,13719.56,7639,64975086,3356612,109652678,36448917,149458207,state-funded
730,GLENDALE,Glendale,2023-24,114420948,58260692,50.92,14855.99,7702,62498543,3599806,120810889,43621070,168031765,not-published
020,GROSSMONT-CUYAMACA,Cuyamaca;Grossmont,2009-10,86180553,47291895,54.88,,,,3576251,66334453,45863204,115773908,not-published
020,GROSSMONT-CUYAMACA,Cuyamaca;Grossmont,2010-11,87768412,45643128,52,,,,2699938,71664709,42859738,117224385,not-published
020,GROSSMONT-CUYAMACA,Cuyamaca;Grossmont,2011-12,85836855,45002219,52.43,,,,2467846,61851695,41968506,106288047,not-published
020,GROSSMONT-CUYAMACA,Cuyamaca;Grossmont,2012-13,82018578,43081375,52.53,,,,2359455,59516214,46150363,108026032,not-published
020,GROSSMONT-CUYAMACA,Cuyamaca;Grossmont,2013-14,88579110,46657105,52.67,,,,1963232,66145394,46006961,114115587,not-published
020,GROSSMONT-CUYAMACA,Cuyamaca;Grossmont,2014-15,91514400,48728792,53.25,,,,2349115,76923576,46643040,125915731,not-published
020,GROSSMONT-CUYAMACA,Cuyamaca;Grossmont,2015-16,97206578,50841254,52.3,,,,3203703,99513058,51574558,154291319,not-published
020,GROSSMONT-CUYAMACA,Cuyamaca;Grossmont,2016-17,104590019,57296268,54.78,,,,4537726,104184017,55572845,164294588,not-published
020,GROSSMONT-CUYAMACA,Cuyamaca;Grossmont,2017-18,107693538,58407866,54.24,,,,6869593,100651996,57799693,165321282,not-published
020,GROSSMONT-CUYAMACA,Cuyamaca;Grossmont,2018-19,121932168,63648747,52.2,,,46397510,6843932,131954751,61156385,199955068,not-published
020,GROSSMONT-CUYAMACA,Cuyamaca;Grossmont,2019-20,122374872,63226407,51.67,17307.31,7071,52512797,,,,,not-published
020,GROSSMONT-CUYAMACA,Cuyamaca;Grossmont,2020-21,107177547,57356460,53.52,17253.08,6212,38465775,12838204,114654601,61037200,188530005,state-funded
020,GROSSMONT-CUYAMACA,Cuyamaca;Grossmont,2021-22,109180271,58534875,53.61,,,,24531010,144130238,64096560,232757808,not-published
020,GROSSMONT-CUYAMACA,Cuyamaca;Grossmont,2022-23,112878476,59588178,52.79,17035.16,6626,58035459,21735897,155890746,71508009,249134652,state-funded
020,GROSSMONT-CUYAMACA,Cuyamaca;Grossmont,2023-24,130919453,69274975,52.91,16745.4,7818,47831868,4375355,186135004,76888023,267398382,not-published
450,HARTNELL,Hartnell,2009-10,26416869,13472775,51,,,,5551982,19628679,21557728,46738389,not-published
450,HARTNELL,Hartnell,2010-11,28254058,13784074,48.79,,,,5609399,21534058,20316499,47459956,not-published
450,HARTNELL,Hartnell,2011-12,29680782,15358888,51.75,,,,5728894,17193358,21282897,44205149,not-published
450,HARTNELL,Hartnell,2012-13,27267535,13806306,50.63,,,,6026944,16476428,21811320,44314692,not-published
450,HARTNELL,Hartnell,2013-14,29786361,15073571,50.61,,,,5546485,16444622,24804795,46795902,not-published
450,HARTNELL,Hartnell,2014-15,32701789,16647302,50.91,,,,5418244,22393801,23813977,51626022,not-published
450,HARTNELL,Hartnell,2015-16,36749154,18840865,51.27,,,,4610869,32595132,26272948,63478949,not-published
450,HARTNELL,Hartnell,2016-17,37721529,18935662,50.2,,,,4018976,30959832,26379435,61358243,not-published
450,HARTNELL,Hartnell,2017-18,39101916,19572920,50.06,,,,4455834,30235052,28002047,62692933,not-published
450,HARTNELL,Hartnell,2018-19,44873151,23077430,51.43,,,13002905,4645073,36396600,30029884,71071557,not-published
450,HARTNELL,Hartnell,2019-20,46150385,23670911,51.29,7361.87,6269,17971404,,,,,not-published
450,HARTNELL,Hartnell,2020-21,44971613,22515229,50.07,7349.7,6119,12688154,9954580,34248992,31767094,75970666,state-funded
450,HARTNELL,Hartnell,2021-22,47152267,23716369,50.3,,,,11881869,41530515,32465046,85877430,not-published
450,HARTNELL,Hartnell,2022-23,52114384,26090632,50.06,7367.58,7073,23461810,10968389,46661512,35453503,93083404,state-funded
450,HARTNELL,Hartnell,2023-24,57635620,29261297,50.77,7629.06,7555,21148454,7197990,54925479,37104923,99228392,not-published
030,IMPERIAL,Imperial,2009-10,34511022,18707730,54.21,,,,4617868,33331322,8125732,46074922,not-published
030,IMPERIAL,Imperial,2010-11,30772467,15637854,50.82,,,,4837650,34110997,7999042,46947689,not-published
030,IMPERIAL,Imperial,2011-12,29678873,14908364,50.23,,,,4184216,31862938,7116505,43163659,not-published
030,IMPERIAL,Imperial,2012-13,28227594,14184309,50.25,,,,3874794,30730036,7413470,42018300,not-published
030,IMPERIAL,Imperial,2013-14,30538215,15373276,50.34,,,,3165894,33402920,7642610,44211424,not-published
030,IMPERIAL,Imperial,2014-15,31497705,16122178,51.19,,,,2877497,36583514,7594763,47055774,not-published
030,IMPERIAL,Imperial,2015-16,35218360,18509554,52.56,,,,2808252,44847502,9441949,57097703,not-published
030,IMPERIAL,Imperial,2016-17,36110330,18861532,52.23,,,,2815668,44448540,9347201,56611409,not-published
030,IMPERIAL,Imperial,2017-18,39110334,19932721,50.97,,,,3105080,48004315,10507152,61616547,not-published
030,IMPERIAL,Imperial,2018-19,42464660,21727301,51.17,,,30438427,3396339,60344086,13049942,76790367,not-published
030,IMPERIAL,Imperial,2019-20,43942815,22389745,50.95,7480.04,5875,39811315,,,,,not-published
030,IMPERIAL,Imperial,2020-21,42174387,21479241,50.93,7465.96,5649,35261573,8133451,59087591,12987008,80208050,state-funded
030,IMPERIAL,Imperial,2021-22,42317213,23304777,55.07,,,,23608881,62346212,14177067,100132160,not-published
030,IMPERIAL,Imperial,2022-23,49162679,26340231,53.58,7450,6599,49973085,10472262,76372571,15807262,102652095,state-funded
030,IMPERIAL,Imperial,2023-24,58661333,29557578,50.39,7111.27,8249,46613675,4979910,84831964,15619867,105431741,not-published
520,KERN,Bakersfield;Cerro Coso;Porterville,2009-10,89221212,46109481,51.68,,,,4166245,68928970,52130179,125225394,not-published
520,KERN,Bakersfield;Cerro Coso;Porterville,2010-11,89155651,48363721,54.25,,,,4831598,65689538,54414421,124935557,not-published
520,KERN,Bakersfield;Cerro Coso;Porterville,2011-12,88230730,46916460,53.17,,,,4338095,60108944,52237311,116684350,not-published
520,KERN,Bakersfield;Cerro Coso;Porterville,2012-13,86665634,46925311,54.15,,,,5298093,50201323,61360087,116859503,not-published
520,KERN,Bakersfield;Cerro Coso;Porterville,2013-14,90972834,45507738,50.02,,,,6140451,65068498,59476277,130685226,not-published
520,KERN,Bakersfield;Cerro Coso;Porterville,2014-15,93556003,48110269,51.42,,,,5251990,72945999,58084986,136282975,not-published
520,KERN,Bakersfield;Cerro Coso;Porterville,2015-16,100339727,52224207,52.05,,,,3555354,104272985,67082885,174911224,not-published
520,KERN,Bakersfield;Cerro Coso;Porterville,2016-17,110183015,57080957,51.81,,,,4579866,108027402,65996790,178604058,not-published
520,KERN,Bakersfield;Cerro Coso;Porterville,2017-18,120727931,65301892,54.09,,,,3137527,106281561,79880263,189299351,not-published
520,KERN,Bakersfield;Cerro Coso;Porterville,2018-19,134255157,71522579,53.27,,,59876941,3732921,131520566,73152006,208405493,not-published
520,KERN,Bakersfield;Cerro Coso;Porterville,2019-20,140939030,75638716,53.67,22739.85,6198,92139433,,,,,not-published
520,KERN,Bakersfield;Cerro Coso;Porterville,2020-21,147581089,75933047,51.45,21971.59,6717,74130689,18936118,150804142,74806696,244546956,state-funded
520,KERN,Bakersfield;Cerro Coso;Porterville,2021-22,155936505,81501097,52.27,,,,29329057,162605359,76620879,268555295,not-published
520,KERN,Bakersfield;Cerro Coso;Porterville,2022-23,174096106,90429540,51.94,24171.38,7203,129446737,41649735,219581250,89451073,350682058,state-funded
520,KERN,Bakersfield;Cerro Coso;Porterville,2023-24,196320968,100422728,51.15,24084.68,8151,113149816,15336073,254262538,100710244,370308855,not-published
220,LAKE TAHOE,Lake Tahoe,2009-10,11288230,5699435,50.49,,,,882882,9533003,4859070,15274955,not-published
220,LAKE TAHOE,Lake Tahoe,2010-11,10799987,5498841,50.92,,,,907150,9967465,4604680,15479295,not-published
220,LAKE TAHOE,Lake Tahoe,2011-12,11253447,5496136,48.84,,,,1021218,9547129,4764201,15332548,not-published
220,LAKE TAHOE,Lake Tahoe,2012-13,10380165,5251456,50.59,,,,1277766,9407435,4856648,15541849,not-published
220,LAKE TAHOE,Lake Tahoe,2013-14,10527325,5385119,51.15,,,,1080085,9063646,4906697,15050428,not-published
220,LAKE TAHOE,Lake Tahoe,2014-15,11175353,5843162,52.29,,,,997262,9983031,5492684,16472977,not-published
220,LAKE TAHOE,Lake Tahoe,2015-16,12015679,6079620,50.6,,,,626512,12919764,5573054,19119330,not-published
220,LAKE TAHOE,Lake Tahoe,2016-17,11841534,5937960,50.15,,,,937347,13101506,5716510,19755363,not-published
220,LAKE TAHOE,Lake Tahoe,2017-18,11951514,6316389,52.85,,,,750893,12841752,5969799,19562444,not-published
220,LAKE TAHOE,Lake Tahoe,2018-19,13346238,6723326,50.38,,,7518163,910946,15736343,6505535,23152824,not-published
220,LAKE TAHOE,Lake Tahoe,2019-20,13157883,6858451,52.12,1701.34,7734,9902846,,,,,not-published
220,LAKE TAHOE,Lake Tahoe,2020-21,12703757,6468538,50.92,1701.34,7467,8481575,1713457,13705206,7033802,22452465,state-funded
220,LAKE TAHOE,Lake Tahoe,2021-22,14088575,7077235,50.23,,,,3067139,18182251,7110463,28359853,not-published
220,LAKE TAHOE,Lake Tahoe,2022-23,15528999,7937726,51.12,1827.28,8498,13744309,2406791,21795831,8110969,32313591,state-funded
220,LAKE TAHOE,Lake Tahoe,2023-24,18852018,9786790,51.91,1895.13,9948,12651501,2727548,24688049,9414462,36830059,not-published
130,LASSEN,Lassen,2009-10,10760279,5390038,50.09,,,,765696,11357526,2320131,14443353,not-published
130,LASSEN,Lassen,2010-11,10454433,5305848,50.75,,,,602003,11730778,2442602,14775383,not-published
130,LASSEN,Lassen,2011-12,9892146,4989796,50.44,,,,821286,11789200,2328162,14938648,not-published
130,LASSEN,Lassen,2012-13,10101094,5050601,50,,,,827169,11354934,2600310,14782413,not-published
130,LASSEN,Lassen,2013-14,10173981,5097167,50.1,,,,989264,10911895,2550221,14451380,not-published
130,LASSEN,Lassen,2014-15,9986518,5070339,50.77,,,,971442,11952544,2554845,15478831,not-published
130,LASSEN,Lassen,2015-16,10546426,5297755,50.23,,,,868909,16383390,3048934,20301233,not-published
